IDs:;DNAJB6_meas2;02_DNAJB6_00_439_uM_to_DNAJB6_05_000_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4175.933;53.289;26.32;15.007
4176.946;53.311;26.319;15.007
4177.951;53.318;26.32;15.007
4178.98;53.188;26.32;15.006
4179.968;53.28;26.321;15.007
4180.986;53.203;26.318;15.005
4181.998;53.255;26.319;15.006
4183.018;53.216;26.321;15.007
4184.031;53.303;26.319;15.006
4185.013;53.242;26.32;15.006
4186.024;53.278;26.318;15.005
4187.013;53.204;26.317;15.004
4188.014;53.244;26.319;15.006
4189.064;53.22;26.315;15.004
4190.053;53.284;26.317;15.005
4191.064;53.151;26.317;15.003
4192.08;53.153;26.315;15.002
4193.123;53.347;26.317;15.005
4194.11;53.235;26.318;15.004
4195.132;53.224;26.321;15.007
4196.159;53.231;26.319;15.005
4197.151;53.284;26.319;15.006
4198.135;53.28;26.319;15.006
4199.124;53.326;26.321;15.008
4200.118;53.088;26.325;15.009
4201.11;53.15;26.323;15.008
4202.109;53.276;26.321;15.007
4203.109;53.214;26.32;15.006
4204.089;53.152;26.32;15.006
4205.101;53.353;26.32;15.007
4206.105;53.249;26.319;15.006
4207.101;53.298;26.321;15.007
4208.104;53.242;26.323;15.008
4209.111;53.293;26.32;15.007
4210.123;53.301;26.321;15.007
4211.121;53.253;26.309;14.997
4212.13;53.199;26.308;14.997
4213.121;53.244;26.307;14.997
4214.11;53.192;26.306;14.996
4215.1;53.077;26.306;14.995
4216.106;53.267;26.305;14.995
4217.101;53.208;26.303;14.993
4218.106;53.23;26.307;14.997
4219.096;53.219;26.304;14.994
4220.107;53.145;26.306;14.995
4221.145;53.171;26.306;14.995
4222.156;53.198;26.304;14.994
4223.14;53.189;26.301;14.991
4224.141;53.251;26.304;14.995
4225.133;53.245;26.306;14.996
4226.133;53.199;26.304;14.994
4227.167;53.148;26.303;14.993
4228.153;53.228;26.301;14.992
4229.157;53.215;26.303;14.994
4230.166;53.142;26.305;14.995
4231.162;53.194;26.307;14.996
4232.193;53.112;26.307;14.996
4233.189;53.154;26.312;15
4234.185;53.179;26.313;15.001
4235.19;53.263;26.314;15.003
4236.193;53.213;26.315;15.002
4237.228;53.334;26.313;15.002
4238.211;53.261;26.313;15.002
4239.228;53.27;26.315;15.003
4240.235;53.222;26.312;15.001
4241.223;53.123;26.315;15.002
4242.215;53.258;26.314;15.002
4243.221;53.216;26.314;15.001
4244.236;53.232;26.317;15.004
4245.236;53.253;26.314;15.002
4246.239;53.234;26.315;15.002
4247.246;53.228;26.314;15.001
4248.239;53.27;26.314;15.002
4249.243;53.24;26.316;15.003
4250.222;53.155;26.316;15.002
4251.226;53.238;26.316;15.003
4252.221;53.193;26.316;15.003
4253.22;53.237;26.316;15.003
4254.202;53.149;26.318;15.004
4255.201;53.198;26.315;15.003
4256.188;53.318;26.313;15.002
4257.175;53.218;26.314;15.001
4258.171;53.251;26.313;15.001
4259.172;53.156;26.316;15.003
4260.194;53.258;26.313;15.001
4261.178;53.198;26.313;15.001
4262.187;53.212;26.311;15
4263.182;53.196;26.31;14.999
4264.181;53.184;26.311;14.998
4265.182;53.221;26.312;15
4266.165;53.283;26.312;15.001
4267.171;53.192;26.315;15.002
4268.156;53.159;26.313;15
4269.137;53.195;26.312;15.001
4270.139;53.279;26.313;15.001
4271.131;53.209;26.314;15.001
4272.126;53.32;26.313;15.002
4273.145;53.254;26.314;15.002
4274.147;53.182;26.315;15.002
4275.136;53.171;26.315;15.002
4276.174;53.25;26.313;15.001
4277.192;53.284;26.315;15.003
4278.203;53.18;26.315;15.003
4279.194;53.215;26.314;15.002
4280.187;53.185;26.314;15.002
4281.162;53.221;26.314;15.002
4282.161;53.247;26.315;15.003
4283.16;53.204;26.316;15.003
4284.147;53.207;26.317;15.003
4285.151;53.218;26.316;15.003
4286.154;53.178;26.315;15.002
4287.143;53.233;26.315;15.002
4288.127;53.22;26.316;15.004
4289.135;53.227;26.317;15.004
4290.131;53.218;26.32;15.006
4291.128;53.234;26.319;15.006
4292.14;53.246;26.32;15.006
4293.12;53.239;26.32;15.006
4294.13;53.131;26.305;14.994
4295.13;53.212;26.3;14.992
4296.133;53.188;26.3;14.991
4297.147;53.168;26.299;14.99
4298.148;53.153;26.3;14.99
4299.153;53.18;26.298;14.99
4300.148;53.145;26.299;14.989
4301.156;53.194;26.299;14.99
4302.131;53.181;26.297;14.989
4303.131;53.116;26.3;14.99
4304.166;53.203;26.298;14.989
4305.153;53.174;26.299;14.99
4306.157;53.208;26.298;14.989
4307.146;53.172;26.299;14.99
4308.188;53.193;26.296;14.988
4309.171;53.231;26.298;14.99
4310.174;53.108;26.298;14.989
4311.19;53.051;26.299;14.989
4312.191;53.228;26.298;14.99
4313.228;53.147;26.3;14.99
4314.237;53.239;26.3;14.991
4315.252;53.179;26.301;14.992
4316.271;53.208;26.302;14.993
4317.272;53.195;26.3;14.991
4318.288;53.154;26.301;14.992
4319.291;53.198;26.299;14.991
4320.298;53.129;26.3;14.991
4321.298;53.22;26.299;14.99
4322.277;53.195;26.3;14.991
4323.262;53.097;26.302;14.992
4324.246;53.235;26.301;14.992
4325.27;53.156;26.302;14.993
4326.283;53.179;26.304;14.994
4327.262;53.123;26.304;14.994
4328.3;53.107;26.306;14.995
4329.325;53.206;26.305;14.995
4330.32;53.162;26.305;14.994
4331.317;53.139;26.301;14.992
4332.335;53.109;26.302;14.992
4333.34;53.139;26.3;14.991
4334.355;53.139;26.297;14.989
4335.34;53.118;26.297;14.988
4336.337;53.114;26.295;14.987
4337.363;53.145;26.297;14.988
4338.369;53.109;26.3;14.991
4339.363;53.172;26.296;14.988
4340.386;53.17;26.296;14.988
4341.381;53.132;26.294;14.986
4342.385;53.291;26.296;14.988
4343.379;53.137;26.297;14.989
4344.377;53.098;26.297;14.987
4345.398;53.111;26.296;14.987
4346.382;53.174;26.292;14.985
4347.372;53.128;26.29;14.983
4348.36;53.168;26.289;14.983
4349.362;53.171;26.292;14.985
4350.361;53.203;26.293;14.986
4351.355;53.091;26.295;14.987
4352.347;53.17;26.292;14.985
4353.349;53.165;26.29;14.984
4354.34;53.265;26.306;14.996
4355.336;53.158;26.309;14.997
4356.319;53.137;26.306;14.995
4357.326;53.156;26.305;14.995
4358.32;53.254;26.305;14.995
4359.313;53.173;26.305;14.994
4360.31;53.142;26.304;14.994
4361.317;53.204;26.303;14.993
4362.321;53.188;26.306;14.996
4363.331;53.174;26.306;14.996
4364.32;53.197;26.307;14.997
4365.315;53.199;26.308;14.997
4366.334;53.212;26.303;14.993
4367.32;53.176;26.305;14.995
4368.333;53.079;26.305;14.994
4369.327;53.126;26.305;14.994
4370.372;53.133;26.306;14.995
4371.37;53.211;26.307;14.997
4372.365;53.179;26.306;14.995
4373.388;53.15;26.31;14.998
4374.385;53.04;26.309;14.997
4375.441;53.15;26.311;14.998
4376.453;53.22;26.309;14.998
4377.44;53.228;26.307;14.997
4378.482;53.274;26.309;14.998
4379.483;53.121;26.311;14.998
4380.473;53.191;26.309;14.998
4381.467;53.144;26.309;14.997
4382.473;53.201;26.31;14.999
4383.469;53.08;26.31;14.998
4384.458;53.189;26.307;14.996
4385.45;53.073;26.308;14.996
4386.468;53.089;26.305;14.994
4387.46;53.102;26.307;14.995
4388.449;53.166;26.309;14.997
4389.457;53.183;26.307;14.996
4390.46;53.126;26.311;14.998
4391.45;53.22;26.31;14.999
4392.44;53.12;26.309;14.997
4393.438;53.059;26.309;14.997
4394.424;53.232;26.303;14.994
4395.402;53.112;26.304;14.993
4396.406;53.221;26.303;14.993
4397.407;53.114;26.304;14.993
4398.394;53.129;26.305;14.994
4399.389;53.202;26.305;14.995
4400.384;53.174;26.306;14.995
4401.414;53.169;26.303;14.993
4402.406;53.126;26.304;14.994
4403.44;53.066;26.302;14.991
4404.436;53.146;26.302;14.992
4405.431;53.255;26.308;14.999
4406.48;53.143;26.314;15.002
4407.493;53.222;26.315;15.003
4408.505;53.223;26.315;15.003
4409.514;53.18;26.317;15.004
4410.503;53.143;26.321;15.006
4411.493;53.147;26.317;15.003
4412.522;53.229;26.318;15.005
4413.52;53.191;26.32;15.006
4414.522;53.2;26.318;15.005
4415.522;53.189;26.32;15.006
4416.525;53.197;26.322;15.007
4417.517;53.182;26.32;15.006
4418.501;53.212;26.32;15.006
4419.544;53.185;26.32;15.006
4420.564;53.145;26.321;15.007
4421.58;53.161;26.322;15.007
4422.585;53.172;26.322;15.007
4423.591;53.191;26.323;15.008
4424.592;53.152;26.323;15.008
4425.594;53.195;26.321;15.007
4426.579;53.18;26.323;15.008
4427.606;53.244;26.323;15.008
4428.584;53.208;26.324;15.009
4429.607;53.152;26.324;15.008
4430.61;53.216;26.324;15.01
4431.612;53.152;26.326;15.01
4432.628;53.145;26.328;15.011
4433.626;53.167;26.327;15.011
4434.631;53.135;26.326;15.01
4435.649;53.249;26.328;15.013
4436.649;53.212;26.326;15.011
4437.639;53.173;26.329;15.012
4438.699;53.203;26.327;15.012
4439.701;53.124;26.327;15.011
4440.686;53.228;26.329;15.012
4441.667;53.224;26.326;15.011
4442.683;53.288;26.327;15.012
4443.696;53.168;26.33;15.013
4444.698;53.234;26.326;15.011
4445.691;53.204;26.327;15.011
4446.692;53.197;26.327;15.011
4447.688;53.183;26.328;15.012
4448.694;53.199;26.33;15.013
4449.742;53.205;26.332;15.015
4450.74;53.2;26.331;15.014
4451.762;53.162;26.332;15.015
4452.746;53.261;26.33;15.014
4453.767;53.214;26.333;15.015
4454.767;53.242;26.331;15.014
4455.779;53.128;26.333;15.015
4456.778;53.195;26.331;15.014
4457.757;53.193;26.33;15.013
4458.758;53.2;26.331;15.014
4459.748;53.259;26.329;15.013
4460.742;53.183;26.33;15.013
4461.742;53.188;26.329;15.013
4462.73;53.212;26.328;15.012
4463.721;53.132;26.329;15.012
4464.773;53.185;26.327;15.011
4465.831;53.162;26.328;15.012
4466.838;53.22;26.33;15.013
4467.817;53.213;26.33;15.013
4468.822;53.182;26.318;15.004
4469.828;53.154;26.319;15.005
4470.81;53.123;26.318;15.004
4471.791;53.188;26.319;15.005
4472.803;53.241;26.322;15.008
4473.81;53.089;26.323;15.007
4474.839;53.213;26.324;15.009
4475.85;53.165;26.326;15.009
4476.855;53.207;26.321;15.007
4477.85;53.176;26.318;15.005
4478.864;53.135;26.32;15.006
4479.873;53.105;26.322;15.006
4480.876;53.118;26.323;15.007
4481.87;53.131;26.32;15.006
4482.864;53.125;26.323;15.007
4483.887;53.2;26.323;15.007
4484.917;53.112;26.323;15.007
4485.921;53.096;26.324;15.008
4486.919;53.227;26.322;15.008
4487.958;53.2;26.323;15.008
4488.953;53.199;26.322;15.007
4489.952;53.116;26.323;15.008
4490.955;53.142;26.324;15.009
4491.952;53.157;26.323;15.008
4492.943;53.196;26.322;15.007
4493.952;53.148;26.32;15.005
4494.943;53.206;26.318;15.004
4495.954;53.123;26.32;15.005
4496.939;53.18;26.319;15.005
4497.925;53.121;26.318;15.003
4498.935;53.144;26.318;15.004
4499.92;53.154;26.317;15.003
4500.908;53.154;26.316;15.003
4501.891;53.132;26.317;15.003
4502.896;53.102;26.314;15.001
4503.911;53.18;26.314;15.001
4504.915;53.103;26.314;15
4505.922;53.164;26.313;15.001
4506.908;53.078;26.313;15
4507.901;53.085;26.313;15
4508.903;53.131;26.314;15.001
4509.904;53.152;26.314;15.001
4510.943;53.111;26.315;15.001
4511.96;53.157;26.312;15
4512.977;53.072;26.314;15
4513.989;53.115;26.313;15
4515.002;53.077;26.312;14.999
4516.005;53.106;26.314;15.001
4517.006;53.095;26.314;15
4518.017;53.189;26.314;15.002
4519.018;53.169;26.315;15.002
4520.021;53.141;26.316;15.002
4521.054;53.129;26.316;15.002
4522.063;53.194;26.315;15.003
4523.05;53.093;26.315;15.002
4524.036;53.143;26.316;15.002
4525.102;53.146;26.318;15.004
4526.143;53.141;26.319;15.005
4527.14;53.145;26.321;15.006
4528.146;53.044;26.306;14.995
4529.175;53.066;26.306;14.994
4530.188;53.112;26.306;14.995
4531.163;53.096;26.308;14.996
4532.15;53.065;26.308;14.996
4533.152;53.014;26.307;14.994
4534.145;53.111;26.306;14.995
4535.141;53.097;26.307;14.995
4536.136;53.122;26.308;14.996
4537.131;52.982;26.311;14.997
4538.137;53.166;26.307;14.996
4539.131;53.076;26.306;14.995
4540.123;53.187;26.307;14.997
4541.124;53.051;26.307;14.995
4542.123;53.091;26.308;14.996
4543.117;53.08;26.311;14.998
4544.12;53.072;26.312;14.999
4545.116;53.171;26.312;15
4546.109;53.134;26.311;14.999
4547.09;53.09;26.311;14.999
4548.084;53.076;26.311;14.999
4549.103;53.121;26.31;14.998
4550.096;53.101;26.309;14.997
4551.106;53.051;26.31;14.998
4552.117;53.036;26.31;14.997
4553.124;53.086;26.309;14.996
4554.121;53.093;26.306;14.995
4555.118;53.178;26.307;14.996
4556.102;53.089;26.307;14.995
4557.08;53.033;26.306;14.995
4558.101;53.102;26.306;14.995
4559.111;53.078;26.306;14.994
4560.111;53.046;26.307;14.995
4561.088;53.115;26.305;14.995
4562.112;53.07;26.306;14.995
4563.104;53.025;26.308;14.996
4564.093;53.095;26.311;14.998
4565.091;53.11;26.31;14.998
4566.08;53.071;26.311;14.998
4567.058;53.055;26.312;14.999
4568.065;53.067;26.314;15
4569.13;53.086;26.312;14.999
4570.135;53.068;26.313;15
4571.129;53.123;26.313;15
4572.134;53.052;26.313;15
4573.127;53.102;26.316;15.002
4574.11;53.16;26.315;15.002
4575.119;53.108;26.313;15
4576.123;53.129;26.316;15.003
4577.128;53.073;26.318;15.003
4578.143;53.126;26.316;15.002
4579.144;53.079;26.317;15.003
4580.141;53.048;26.32;15.005
4581.139;53.159;26.319;15.005
4582.141;53.14;26.321;15.006
4583.152;53.121;26.319;15.005
4584.156;53.135;26.319;15.005
4585.152;53.146;26.319;15.005
4586.146;53.15;26.318;15.003
4587.157;53.189;26.318;15.004
4588.127;53.14;26.32;15.006
4589.133;53.16;26.32;15.006
4590.148;53.136;26.321;15.006
4591.152;53.146;26.32;15.005
4592.147;53.118;26.321;15.006
4593.154;53.127;26.322;15.007
4594.15;53.074;26.308;14.996
4595.164;53.1;26.31;14.997
4596.168;53.068;26.31;14.997
4597.163;53.005;26.311;14.997
4598.166;53.035;26.309;14.996
4599.215;53.038;26.31;14.997
4600.213;53.113;26.308;14.996
4601.215;53.114;26.307;14.996
4602.25;53.02;26.308;14.996
4603.236;53.104;26.306;14.995
4604.221;53.019;26.307;14.995
4605.278;53.109;26.307;14.996
4606.308;53.08;26.305;14.994
4607.309;53.012;26.308;14.996
4608.291;53.16;26.306;14.996
4609.313;53.057;26.308;14.996
4610.294;53.065;26.309;14.996
4611.313;53.118;26.309;14.997
4612.313;53.021;26.309;14.996
4613.301;53.138;26.307;14.996
4614.319;53.035;26.311;14.998
4615.331;53.08;26.311;14.998
4616.33;53.063;26.312;14.998
4617.328;53.103;26.311;14.998
4618.301;53.058;26.309;14.997
4619.305;53.111;26.31;14.998
4620.321;53.025;26.312;14.999
4621.339;53.097;26.313;15
4622.337;53.098;26.314;15.001
4623.392;53.083;26.316;15.001
4624.393;53.08;26.315;15.001
4625.401;53.135;26.314;15.001
4626.39;53.085;26.317;15.003
4627.386;53.099;26.317;15.003
4628.387;53.09;26.315;15.001
4629.423;53.124;26.314;15.001
4630.435;53.1;26.316;15.002
4631.428;53.082;26.316;15.003
4632.438;53.079;26.316;15.003
4633.421;53.126;26.319;15.004
4634.475;53.139;26.318;15.004
4635.491;53.121;26.317;15.003
4636.479;53.098;26.319;15.004
4637.492;53.066;26.318;15.003
4638.515;53.072;26.318;15.004
4639.506;53.024;26.319;15.003
4640.515;53.064;26.32;15.005
4641.508;53.124;26.32;15.005
4642.516;53.091;26.321;15.006
4643.538;53.013;26.32;15.004
4644.529;53.08;26.321;15.006
4645.511;53.163;26.32;15.005
4646.504;53.133;26.323;15.007
4647.511;53.135;26.323;15.007
4648.511;53.118;26.322;15.007
4649.512;53.067;26.321;15.006
4650.497;53.111;26.322;15.006
4651.487;53.071;26.322;15.007
4652.477;53.073;26.321;15.006
4653.482;53.021;26.321;15.005
4654.49;53.122;26.322;15.007
4655.502;53.083;26.322;15.006
4656.511;53.184;26.303;14.994
4657.513;53.006;26.304;14.992
4658.509;53.016;26.302;14.991
4659.494;53.056;26.299;14.989
4660.505;53.026;26.301;14.99
4661.507;52.99;26.302;14.99
4662.505;53.03;26.299;14.989
4663.515;53.05;26.299;14.99
4664.505;53.03;26.299;14.989
4665.515;53.062;26.299;14.989
4666.511;53.043;26.299;14.989
4667.509;53.028;26.301;14.99
4668.489;53.044;26.3;14.99
4669.512;53.06;26.3;14.99
4670.503;53.066;26.301;14.99
4671.524;53.011;26.3;14.989
4672.522;53.092;26.3;14.991
4673.517;53.019;26.302;14.991
4674.523;53.005;26.302;14.991
4675.53;53.112;26.303;14.993
4676.513;53.018;26.303;14.992
4677.508;53.029;26.302;14.991
4678.507;53.042;26.302;14.991
4679.52;53.015;26.304;14.992
4680.533;53.033;26.307;14.995
4681.551;52.999;26.303;14.992
4682.547;52.972;26.305;14.992
4683.542;53.072;26.302;14.992
4684.536;53.03;26.304;14.993
4685.536;53.016;26.308;14.995
4686.544;53.081;26.306;14.994
4687.55;53.05;26.307;14.995
4688.553;53.131;26.306;14.995
4689.547;53.051;26.309;14.996
4690.58;53.084;26.309;14.997
4691.586;53.049;26.31;14.997
4692.573;52.995;26.311;14.997
4693.597;53.034;26.314;15
4694.593;53.081;26.314;15
4695.593;53.07;26.316;15.002
4696.577;53.127;26.318;15.004
4697.618;53.057;26.318;15.003
4698.598;53.092;26.315;15.001
4699.601;53.052;26.316;15.002
4700.636;53.142;26.316;15.002
4701.622;53.07;26.315;15.001
4702.613;53.053;26.317;15.002
4703.653;52.966;26.316;15.001
4704.686;53.132;26.316;15.003
4705.686;53.038;26.317;15.002
4706.695;53.08;26.312;15
4707.684;53.057;26.316;15.002
4708.697;53.059;26.315;15.001
4709.696;53.056;26.316;15.002
4710.717;53.016;26.316;15.002
4711.733;53.03;26.317;15.003
4712.732;53.054;26.317;15.003
4713.741;53.061;26.317;15.003
4714.757;53.038;26.317;15.002
4715.812;53.046;26.319;15.004
4716.792;53.093;26.32;15.005
4717.771;53.03;26.319;15.004
4718.807;53.04;26.318;15.004
4719.809;53.043;26.319;15.004
4720.807;53.041;26.318;15.003
4721.813;53.071;26.319;15.004
4722.855;53.006;26.32;15.005
4723.853;53.112;26.318;15.004
4724.854;53.009;26.32;15.005
4725.87;53.032;26.32;15.004
4726.875;53.067;26.322;15.006
4727.877;53.099;26.321;15.006
4728.875;53.191;26.322;15.007
4729.904;53.086;26.322;15.007
4730.902;53.064;26.325;15.009
4731.904;53.101;26.324;15.008
4732.905;53.068;26.326;15.009
4733.881;53.07;26.326;15.009
4734.871;53.127;26.328;15.011
4735.999;53.084;26.328;15.011
4736.983;53.099;26.307;14.996
4737.967;52.958;26.307;14.994
4738.97;52.954;26.304;14.992
4739.957;52.986;26.303;14.991
4740.964;53.065;26.302;14.991
4741.953;52.996;26.303;14.991
4743.011;52.96;26.302;14.991
4743.998;53.004;26.301;14.99
4744.995;53.062;26.302;14.991
4746;52.924;26.303;14.991
4746.979;53.025;26.3;14.99
4747.969;53.006;26.301;14.99
4748.966;52.941;26.3;14.989
4749.95;52.919;26.302;14.99
4751.006;53.008;26.299;14.988
4752.033;52.933;26.3;14.989
4753.045;53.019;26.299;14.988
4754.056;53.03;26.3;14.989
4755.054;53.031;26.297;14.988
4756.063;53.03;26.299;14.989
4757.056;52.907;26.301;14.989
4758.065;53.036;26.3;14.99
4759.081;52.998;26.299;14.989
4760.07;53.016;26.299;14.989
4761.065;52.946;26.301;14.99
4762.08;52.92;26.301;14.989
4763.08;53.044;26.3;14.99
4764.055;52.992;26.3;14.99
4765.047;52.967;26.301;14.99
4766.038;53.056;26.301;14.991
4767.026;53.087;26.302;14.991
4768.071;52.985;26.303;14.991
4769.059;52.998;26.303;14.991
4770.054;53.009;26.301;14.99
4771.07;52.99;26.302;14.991
4772.067;52.984;26.304;14.992
4773.085;52.985;26.302;14.99
4774.109;53.056;26.302;14.991
4775.09;52.979;26.302;14.99
4776.093;53.017;26.301;14.99
4777.086;53.01;26.302;14.991
4778.133;53.056;26.301;14.991
4779.145;52.953;26.3;14.99
4780.147;53.029;26.302;14.991
4781.135;52.862;26.304;14.991
4782.176;53.003;26.301;14.99
4783.174;53.011;26.301;14.99
4784.195;53.007;26.304;14.992
4785.231;52.959;26.305;14.993
4786.211;53.022;26.304;14.993
4787.247;53.065;26.304;14.993
4788.228;53.016;26.304;14.993
4789.268;52.995;26.306;14.994
4790.254;52.97;26.304;14.993
4791.248;53.012;26.306;14.994
4792.238;53.025;26.306;14.994
4793.232;52.972;26.307;14.994
4794.234;52.986;26.307;14.995
4795.233;53.027;26.306;14.994
4796.226;53.037;26.306;14.995
4797.223;53.11;26.307;14.995
4798.217;52.973;26.309;14.996
4799.217;53.089;26.309;14.997
4800.207;52.987;26.31;14.996
4801.205;53.073;26.309;14.996
4802.237;52.987;26.306;14.994
4803.265;53.052;26.304;14.993
4804.252;53.078;26.305;14.994
4805.302;52.974;26.305;14.993
4806.298;52.973;26.304;14.992
4807.326;52.962;26.304;14.993
4808.307;52.999;26.305;14.993
4809.297;52.967;26.305;14.993
4810.309;53.151;26.305;14.994
4811.344;53.016;26.303;14.993
4812.331;53.016;26.303;14.992
4813.351;52.971;26.304;14.992
4814.355;52.94;26.306;14.993
4815.401;53.033;26.303;14.992
4816.394;53.017;26.3;14.99
4817.394;52.944;26.303;14.991
4818.389;52.959;26.303;14.991
4819.399;52.99;26.302;14.99
4820.392;53.041;26.312;14.999
4821.379;53.021;26.314;15
4822.365;53.008;26.313;14.999
4823.409;53.01;26.313;14.999
4824.415;53.011;26.314;15
4825.4;53.013;26.313;15
4826.405;53.003;26.314;14.999
4827.412;53.021;26.313;15
4828.436;53.107;26.313;15
4829.471;52.931;26.316;15.001
4830.48;53.019;26.316;15.001
4831.489;53.028;26.315;15.001
4832.52;53.029;26.314;15
4833.52;52.975;26.316;15.002
4834.513;52.94;26.313;14.999
4835.497;53.02;26.314;15
4836.485;53.072;26.313;14.999
4837.463;53.01;26.313;14.999
4838.464;53.051;26.311;14.998
4839.45;52.938;26.312;14.998
4840.446;53.046;26.314;15
4841.429;52.951;26.314;14.999
4842.427;53.115;26.314;15.001
4843.416;53.031;26.316;15.001
4844.419;53.045;26.317;15.002
4845.427;53.044;26.316;15.001
4846.43;53.01;26.316;15.002
4847.432;52.978;26.316;15.001
4848.434;53.021;26.319;15.003
4849.449;53.144;26.317;15.003
4850.436;53.024;26.318;15.003
4851.426;53.011;26.319;15.003
4852.446;53.028;26.318;15.003
4853.455;53.03;26.321;15.005
4854.449;53.04;26.32;15.004
4855.435;53.04;26.321;15.005
4856.427;53.012;26.322;15.005
4857.435;53.053;26.323;15.006
4858.416;53.068;26.321;15.005
4859.412;53.082;26.321;15.005
4860.41;53.046;26.318;15.003
4861.411;52.991;26.316;15.001
4862.416;53.041;26.319;15.003
4863.416;53.001;26.317;15.002
4864.434;52.969;26.318;15.002
4865.445;52.981;26.319;15.002
4866.447;53.077;26.318;15.004
4867.448;53.045;26.316;15.001
4868.437;53.012;26.316;15.001
4869.425;52.935;26.318;15.002
4870.446;52.97;26.317;15.002
4871.478;52.943;26.315;15.001
4872.478;53.037;26.317;15.002
4873.482;52.958;26.319;15.003
4874.488;53.014;26.319;15.003
4875.498;53.05;26.318;15.003
4876.474;53.037;26.318;15.003
4877.469;53.017;26.318;15.003
4878.473;53.035;26.32;15.004
4879.457;53.021;26.321;15.005
4880.475;52.959;26.321;15.004
4881.478;52.965;26.32;15.004
4882.483;53.042;26.321;15.005
4883.468;52.935;26.321;15.005
4884.514;53.038;26.321;15.005
4885.509;53.036;26.321;15.005
4886.503;52.983;26.323;15.006
4887.515;53.013;26.324;15.007
4888.501;53.032;26.324;15.007
4889.491;52.954;26.326;15.008
4890.547;53.104;26.324;15.008
4891.551;52.965;26.327;15.009
4892.557;53.051;26.326;15.009
4893.575;53.042;26.327;15.01
4894.555;53.074;26.328;15.011
4895.549;53.058;26.328;15.011
4896.612;53.1;26.329;15.011
4897.608;53.055;26.328;15.011
4898.599;53.053;26.331;15.013
4899.616;53.03;26.333;15.014
4900.609;53.062;26.332;15.013
4901.595;53.046;26.331;15.013
4902.587;53.008;26.333;15.014
4903.593;53.131;26.332;15.014
4904.599;53.037;26.334;15.015
4905.615;53.056;26.337;15.017
4906.598;53.104;26.333;15.015
4907.584;53.074;26.336;15.017
4908.578;53.067;26.335;15.016
4909.58;53.096;26.336;15.017
4910.568;53.108;26.337;15.017
4911.575;53.004;26.337;15.017
4912.646;53;26.337;15.017
4913.582;52.945;26.324;15.006
4914.59;53.023;26.325;15.008
4915.562;52.986;26.325;15.008
4916.535;53.014;26.328;15.01
4917.54;53.042;26.324;15.007
4918.556;52.942;26.325;15.007
4919.562;52.993;26.324;15.008
4920.551;53.098;26.327;15.01
4921.54;53.024;26.328;15.01
4922.539;52.998;26.325;15.008
4923.536;53.016;26.326;15.009
4924.527;53.023;26.326;15.008
4925.543;52.933;26.325;15.008
4926.544;52.999;26.324;15.008
4927.526;52.978;26.325;15.008
4928.527;53.009;26.326;15.008
4929.528;53.004;26.328;15.009
4930.507;53.014;26.329;15.01
4931.51;53.076;26.325;15.009
4932.489;52.986;26.325;15.008
4933.478;53.069;26.324;15.008
4934.469;52.997;26.325;15.008
4935.446;53.011;26.33;15.011
4936.431;52.99;26.327;15.01
4937.416;53.01;26.327;15.01
4938.406;53.034;26.327;15.01
4939.397;53.037;26.327;15.01
4940.403;53.005;26.327;15.009
4941.392;52.944;26.329;15.011
4942.397;52.939;26.313;14.999
4943.414;52.886;26.308;14.995
4944.401;53.005;26.308;14.995
4945.404;52.926;26.308;14.994
4946.454;52.985;26.309;14.996
4947.487;52.943;26.309;14.995
4948.48;52.946;26.309;14.995
4949.472;52.96;26.309;14.996
4950.527;53.029;26.31;14.997
4951.526;52.936;26.311;14.997
4952.513;52.936;26.311;14.997
4953.51;52.965;26.313;14.998
4954.512;52.866;26.311;14.996
4955.509;53.009;26.311;14.998
4956.503;52.898;26.312;14.997
4957.526;52.987;26.314;14.999
4958.564;52.974;26.313;14.999
4959.575;52.927;26.313;14.998
4960.558;52.981;26.312;14.998
4961.553;52.975;26.314;14.999
4962.55;52.983;26.314;15
4963.545;52.988;26.314;15
4964.536;52.973;26.317;15.002
4965.549;52.982;26.316;15.001
4966.552;53.023;26.318;15.003
4967.561;52.972;26.319;15.003
4968.547;52.985;26.32;15.004
4969.54;53.008;26.32;15.005
4970.596;53.047;26.321;15.005
4971.602;52.963;26.322;15.006
4972.625;52.998;26.322;15.006
4973.619;53.061;26.32;15.005
4974.615;52.965;26.323;15.006
4975.608;53.002;26.321;15.005
4976.612;53.058;26.323;15.007
4977.606;53.053;26.323;15.006
4978.647;53.025;26.322;15.006
4979.632;52.929;26.322;15.005
4980.634;52.991;26.321;15.005
4981.659;53.066;26.323;15.006
4982.657;53.094;26.321;15.006
4983.677;52.937;26.322;15.005
4984.676;53.043;26.321;15.005
4985.673;52.988;26.324;15.007
4986.658;52.97;26.324;15.007
4987.628;53.055;26.322;15.006
4988.619;53.011;26.323;15.007
4989.624;53.058;26.324;15.008
4990.606;53.053;26.323;15.007
4991.604;52.952;26.323;15.006
4992.6;52.92;26.323;15.006
4993.615;52.947;26.323;15.005
4994.625;53.019;26.323;15.006
4995.602;52.982;26.322;15.006
4996.61;53.033;26.32;15.004
4997.584;52.939;26.321;15.004
4998.588;53.029;26.321;15.005
