IDs:;240912_04_240712D;15_b02_DNAJB6_00_087_uM;
7303.02;71.43;49.463;37.973
7304.014;71.289;49.465;37.97
7305.013;71.413;49.459;37.97
7306.02;71.316;49.463;37.971
7307.009;71.291;49.461;37.968
7308;71.378;49.457;37.967
7309.001;71.344;49.461;37.968
7309.979;71.337;49.461;37.969
7310.991;71.351;49.461;37.969
7311.983;71.336;49.461;37.969
7312.98;71.438;49.453;37.964
7313.988;71.365;49.461;37.97
7314.969;71.271;49.46;37.967
7315.953;71.393;49.457;37.967
7316.94;71.262;49.46;37.967
7317.932;71.355;49.46;37.969
7318.928;71.334;49.462;37.97
7319.927;71.359;49.459;37.967
7320.929;71.344;49.462;37.97
7321.934;71.324;49.46;37.967
7322.941;71.317;49.458;37.966
7323.927;71.356;49.461;37.969
7324.912;71.309;49.457;37.966
7325.935;71.361;49.46;37.968
7326.927;71.337;49.458;37.966
7327.929;71.332;49.459;37.968
7328.924;71.316;49.459;37.967
7329.92;71.358;49.462;37.97
7330.917;71.363;49.462;37.97
7331.904;71.339;49.46;37.968
7332.908;71.333;49.462;37.97
7333.902;71.339;49.461;37.969
7334.902;71.236;49.462;37.968
7335.885;71.335;49.457;37.966
7336.898;71.298;49.462;37.968
7337.901;71.326;49.463;37.971
7338.891;71.344;49.459;37.967
7339.889;71.319;49.462;37.97
7340.891;71.337;49.459;37.967
7341.883;71.341;49.46;37.967
7342.869;71.312;49.463;37.97
7343.865;71.342;49.462;37.97
7344.872;71.307;49.459;37.967
7345.853;71.363;49.462;37.971
7346.871;71.35;49.462;37.971
7347.865;71.343;49.461;37.969
7348.872;71.345;49.463;37.971
7349.881;71.309;49.466;37.973
7350.867;71.324;49.463;37.97
7351.864;71.322;49.46;37.969
7352.862;71.367;49.458;37.968
7353.867;71.34;49.465;37.972
7354.877;71.343;49.462;37.969
7355.861;71.323;49.462;37.97
7356.878;71.356;49.462;37.97
7357.865;71.311;49.461;37.967
7358.857;71.321;49.463;37.971
7359.856;71.341;49.463;37.97
7360.854;71.34;49.463;37.97
7361.85;71.317;49.465;37.973
7362.84;71.306;49.467;37.972
7363.834;71.331;49.463;37.969
7364.822;71.334;49.463;37.97
7365.828;71.345;49.463;37.97
7366.821;71.324;49.461;37.969
7367.834;71.337;49.462;37.97
7368.835;71.335;49.46;37.967
7369.848;71.358;49.462;37.97
7370.836;71.324;49.458;37.964
7371.841;71.32;49.46;37.968
7372.836;71.329;49.461;37.969
7373.838;71.316;49.464;37.97
7374.847;71.3;49.464;37.971
7375.839;71.311;49.463;37.969
7376.838;71.35;49.463;37.97
7377.847;71.318;49.461;37.967
7378.865;71.332;49.462;37.97
7379.866;71.317;49.458;37.965
7380.875;71.33;49.461;37.968
7381.886;71.318;49.461;37.968
7382.883;71.319;49.462;37.97
7383.882;71.322;49.464;37.971
7384.89;71.352;49.461;37.969
7385.876;71.333;49.465;37.973
7386.874;71.323;49.461;37.968
7387.875;71.323;49.459;37.966
7388.879;71.314;49.462;37.968
7389.888;71.326;49.46;37.968
7390.867;71.334;49.462;37.969
7391.883;71.326;49.459;37.966
7392.902;71.337;49.461;37.968
7393.899;71.297;49.457;37.963
7394.898;71.315;49.459;37.967
7395.901;71.326;49.459;37.967
7396.894;71.306;49.461;37.968
7397.91;71.353;49.461;37.969
7398.889;71.302;49.462;37.968
7399.879;71.322;49.459;37.966
7400.882;71.321;49.461;37.968
7401.877;71.34;49.46;37.968
7402.864;71.35;49.458;37.966
7403.856;71.311;49.462;37.969
7404.852;71.345;49.46;37.968
7405.846;71.307;49.459;37.965
7406.835;71.297;49.457;37.965
7407.855;71.327;49.461;37.967
7408.856;71.32;49.46;37.968
7409.862;71.313;49.456;37.964
7410.854;71.311;49.461;37.967
7411.853;71.323;49.461;37.968
7412.856;71.329;49.459;37.965
7413.869;71.316;49.461;37.967
7414.854;71.324;49.462;37.968
7415.845;71.319;49.458;37.964
7416.842;71.314;49.459;37.967
7417.841;71.302;49.456;37.964
7418.817;71.32;49.46;37.967
7419.83;71.3;49.459;37.966
7420.82;71.337;49.459;37.967
7421.813;71.317;49.459;37.966
7422.815;71.283;49.46;37.967
7423.819;71.281;49.458;37.965
7424.831;71.319;49.458;37.965
7425.845;71.31;49.457;37.964
7426.837;71.306;49.459;37.965
7427.861;71.291;49.456;37.963
7428.861;71.282;49.459;37.966
7429.864;71.34;49.459;37.967
7430.87;71.322;49.459;37.966
7431.859;71.325;49.459;37.966
7432.847;71.298;49.456;37.964
7433.844;71.284;49.455;37.961
7434.844;71.311;49.459;37.966
7435.841;71.31;49.459;37.965
7436.829;71.3;49.457;37.962
7437.826;71.326;49.458;37.965
7438.806;71.317;49.457;37.964
7439.796;71.318;49.455;37.963
7440.792;71.308;49.458;37.964
7441.795;71.313;49.459;37.966
7442.784;71.307;49.458;37.965
7443.786;71.315;49.456;37.963
7444.796;71.328;49.458;37.965
7445.783;71.298;49.455;37.962
7446.757;71.334;49.456;37.962
7447.765;71.291;49.456;37.962
7448.757;71.306;49.458;37.964
7449.755;71.298;49.455;37.961
7450.758;71.333;49.458;37.965
7451.769;71.312;49.455;37.961
7452.785;71.337;49.456;37.963
7453.78;71.303;49.457;37.963
7454.778;71.291;49.458;37.963
7455.783;71.316;49.455;37.961
7456.794;71.304;49.457;37.962
7457.778;71.312;49.458;37.964
7458.768;71.292;49.456;37.962
7459.762;71.329;49.455;37.961
7460.76;71.305;49.455;37.961
7461.762;71.311;49.455;37.961
7462.773;71.288;49.455;37.961
7463.756;71.298;49.457;37.964
7464.776;71.309;49.453;37.959
7465.765;71.324;49.457;37.963
7466.76;71.305;49.454;37.961
7467.761;71.278;49.455;37.961
7468.768;71.289;49.453;37.959
7469.774;71.296;49.455;37.962
7470.768;71.294;49.455;37.961
7471.762;71.278;49.452;37.959
7472.751;71.309;49.454;37.961
7473.73;71.317;49.456;37.962
7474.726;71.292;49.454;37.961
7475.716;71.323;49.456;37.963
7476.713;71.302;49.455;37.962
7477.702;71.304;49.455;37.961
7478.715;71.318;49.454;37.96
7479.721;71.289;49.456;37.962
7480.708;71.32;49.455;37.962
7481.706;71.279;49.453;37.959
7482.714;71.298;49.455;37.961
7483.704;71.286;49.452;37.958
7484.703;71.294;49.453;37.958
7485.69;71.312;49.453;37.959
7486.686;71.301;49.453;37.96
7487.69;71.287;49.452;37.958
7488.702;71.287;49.451;37.958
7489.686;71.278;49.452;37.957
7490.683;71.318;49.453;37.96
7491.663;71.284;49.452;37.959
7492.672;71.283;49.453;37.958
7493.656;71.253;49.45;37.956
7494.654;71.302;49.452;37.958
7495.651;71.299;49.452;37.958
7496.661;71.288;49.454;37.96
7497.669;71.304;49.455;37.96
7498.68;71.292;49.456;37.962
7499.665;71.282;49.451;37.958
7500.652;71.309;49.452;37.959
7501.644;71.31;49.452;37.958
7502.644;71.288;49.451;37.958
7503.632;71.278;49.453;37.959
7504.647;71.292;49.453;37.959
7505.664;71.302;49.451;37.957
7506.645;71.304;49.454;37.961
7507.641;71.264;49.454;37.959
7508.636;71.282;49.455;37.961
7509.641;71.288;49.45;37.957
7510.627;71.278;49.452;37.958
7511.62;71.299;49.454;37.961
7512.603;71.268;49.452;37.958
7513.598;71.296;49.451;37.957
7514.569;71.282;49.453;37.958
7515.578;71.282;49.448;37.954
7516.565;71.268;49.452;37.957
7517.538;71.295;49.451;37.957
7518.546;71.263;49.455;37.96
7519.546;71.291;49.453;37.958
7520.532;71.304;49.453;37.958
7521.524;71.291;49.451;37.957
7522.511;71.275;49.454;37.96
7523.498;71.287;49.453;37.959
7524.489;71.258;49.452;37.958
7525.486;71.291;49.451;37.957
7526.486;71.277;49.452;37.957
7527.491;71.285;49.451;37.956
7528.499;71.277;49.452;37.957
7529.482;71.308;49.45;37.956
7530.475;71.279;49.45;37.956
7531.468;71.291;49.452;37.959
7532.464;71.282;49.454;37.959
7533.464;71.286;49.451;37.957
7534.47;71.324;49.452;37.958
7535.462;71.314;49.45;37.956
7536.458;71.299;49.454;37.96
7537.465;71.268;49.452;37.957
7538.464;71.286;49.453;37.958
7539.45;71.272;49.45;37.956
7540.45;71.279;49.454;37.96
7541.448;71.283;49.448;37.955
7542.428;71.273;49.45;37.956
7543.452;71.286;49.452;37.957
7544.441;71.249;49.452;37.957
7545.44;71.28;49.454;37.96
7546.421;71.266;49.45;37.956
7547.421;71.281;49.449;37.955
7548.402;71.286;49.45;37.955
7549.395;71.288;49.45;37.956
7550.392;71.277;49.448;37.954
7551.404;71.284;49.452;37.957
7552.394;71.284;49.45;37.956
7553.398;71.282;49.45;37.956
7554.402;71.259;49.451;37.957
7555.418;71.277;49.45;37.956
7556.438;71.265;49.45;37.955
7557.434;71.265;49.449;37.955
7558.436;71.285;49.451;37.956
7559.419;71.301;49.451;37.957
7560.415;71.259;49.449;37.955
7561.409;71.289;49.452;37.957
7562.382;71.287;49.451;37.957
7563.388;71.278;49.448;37.953
7564.399;71.294;49.453;37.959
7565.417;71.294;49.451;37.956
7566.404;71.278;49.449;37.955
7567.397;71.265;49.453;37.957
7568.39;71.285;49.451;37.957
7569.386;71.29;49.45;37.956
7570.385;71.278;49.451;37.956
7571.39;71.269;49.449;37.954
7572.396;71.271;49.45;37.956
7573.406;71.263;49.45;37.954
7574.401;71.262;49.451;37.956
7575.393;71.268;49.449;37.955
7576.377;71.278;49.45;37.954
7577.368;71.251;49.45;37.955
7578.36;71.286;49.451;37.957
7579.363;71.274;49.448;37.954
7580.38;71.276;49.451;37.956
7581.389;71.267;49.449;37.954
7582.389;71.262;49.452;37.956
7583.38;71.288;49.452;37.956
7584.375;71.284;49.448;37.955
7585.364;71.282;49.45;37.956
7586.354;71.241;49.449;37.955
7587.359;71.275;49.449;37.954
7588.354;71.253;49.448;37.954
7589.362;71.257;49.448;37.954
7590.371;71.277;49.451;37.955
7591.366;71.265;49.449;37.955
7592.362;71.257;49.447;37.953
7593.371;71.268;49.449;37.955
7594.354;71.258;49.447;37.952
7595.344;71.28;49.448;37.953
7596.339;71.263;49.449;37.954
7597.335;71.267;49.451;37.957
7598.34;71.257;49.446;37.951
7599.346;71.231;49.446;37.951
7600.324;71.245;49.449;37.954
7601.311;71.252;49.447;37.95
7602.311;71.277;49.449;37.953
7603.306;71.256;49.448;37.953
7604.318;71.259;49.446;37.951
7605.336;71.276;49.446;37.952
7606.333;71.265;49.447;37.951
7607.331;71.262;49.446;37.952
7608.313;71.27;49.45;37.954
7609.306;71.249;49.446;37.951
7610.303;71.287;49.45;37.955
7611.292;71.265;49.452;37.956
7612.285;71.247;49.446;37.95
7613.301;71.264;49.449;37.954
7614.297;71.277;49.447;37.952
7615.3;71.255;49.447;37.951
7616.28;71.228;49.446;37.951
7617.271;71.264;49.445;37.95
7618.269;71.261;49.45;37.954
7619.273;71.271;49.447;37.953
7620.255;71.256;49.45;37.954
7621.273;71.258;49.446;37.951
7622.276;71.234;49.446;37.951
7623.282;71.26;49.448;37.952
7624.266;71.245;49.449;37.954
7625.267;71.28;49.446;37.951
7626.253;71.267;49.443;37.948
7627.242;71.234;49.445;37.949
7628.235;71.254;49.448;37.953
7629.231;71.231;49.442;37.947
7630.221;71.268;49.449;37.954
7631.217;71.259;49.446;37.952
7632.209;71.265;49.449;37.953
7633.217;71.248;49.448;37.952
7634.22;71.263;49.448;37.953
7635.214;71.261;49.445;37.951
7636.217;71.252;49.448;37.953
7637.211;71.262;49.448;37.953
7638.217;71.286;49.446;37.952
7639.208;71.238;49.446;37.951
7640.206;71.284;49.446;37.951
7641.211;71.241;49.446;37.951
7642.196;71.252;49.445;37.95
7643.196;71.22;49.443;37.948
7644.199;71.293;49.448;37.953
7645.213;71.257;49.446;37.95
7646.196;71.235;49.45;37.954
7647.207;71.238;49.445;37.951
7648.211;71.24;49.444;37.949
7649.227;71.266;49.447;37.952
7650.244;71.24;49.447;37.952
7651.236;71.259;49.447;37.951
7652.221;71.234;49.443;37.947
7653.21;71.25;49.443;37.947
7654.209;71.259;49.446;37.951
7655.22;71.239;49.442;37.947
7656.229;71.24;49.445;37.95
7657.247;71.241;49.442;37.948
7658.233;71.24;49.447;37.951
7659.23;71.252;49.446;37.95
7660.226;71.232;49.442;37.946
7661.224;71.23;49.446;37.951
7662.224;71.25;49.445;37.949
7663.222;71.231;49.444;37.948
7664.204;71.255;49.447;37.951
7665.204;71.248;49.448;37.952
7666.193;71.228;49.445;37.95
7667.19;71.253;49.445;37.95
7668.163;71.263;49.447;37.952
7669.168;71.24;49.443;37.947
7670.177;71.249;49.447;37.951
7671.174;71.249;49.446;37.951
7672.163;71.248;49.444;37.949
7673.158;71.243;49.448;37.952
7674.147;71.227;49.446;37.95
7675.165;71.246;49.448;37.952
7676.162;71.245;49.447;37.951
7677.173;71.238;49.445;37.948
7678.158;71.256;49.447;37.951
7679.149;71.25;49.448;37.953
7680.153;71.214;49.444;37.948
7681.135;71.246;49.446;37.95
7682.148;71.26;49.448;37.951
7683.149;71.238;49.446;37.951
7684.151;71.215;49.446;37.949
7685.156;71.234;49.444;37.948
7686.136;71.255;49.443;37.949
7687.162;71.245;49.448;37.951
7688.158;71.231;49.443;37.947
7689.144;71.254;49.447;37.951
7690.139;71.212;49.442;37.945
7691.134;71.256;49.446;37.95
7692.133;71.253;49.444;37.95
7693.147;71.247;49.444;37.948
7694.14;71.255;49.448;37.951
7695.136;71.238;49.445;37.949
7696.119;71.233;49.442;37.946
7697.121;71.253;49.444;37.949
7698.122;71.232;49.445;37.949
7699.104;71.253;49.445;37.949
7700.076;71.229;49.443;37.947
7701.076;71.232;49.445;37.949
7702.082;71.241;49.442;37.947
7703.073;71.211;49.444;37.947
7704.074;71.256;49.443;37.947
7705.085;71.251;49.445;37.948
7706.102;71.234;49.443;37.947
7707.107;71.257;49.444;37.947
7708.099;71.236;49.444;37.948
7709.096;71.239;49.444;37.948
7710.099;71.209;49.44;37.943
7711.112;71.228;49.446;37.95
7712.101;71.225;49.445;37.948
7713.101;71.221;49.441;37.946
7714.106;71.226;49.443;37.948
7715.097;71.251;49.444;37.948
7716.091;71.21;49.443;37.947
7717.09;71.212;49.443;37.946
7718.099;71.25;49.44;37.945
7719.115;71.233;49.443;37.947
7720.138;71.212;49.443;37.947
7721.132;71.231;49.443;37.946
7722.132;71.218;49.442;37.946
7723.135;71.218;49.442;37.945
7724.143;71.231;49.445;37.949
7725.136;71.253;49.443;37.948
7726.129;71.232;49.446;37.949
7727.128;71.219;49.446;37.948
7728.129;71.237;49.445;37.949
7729.125;71.251;49.444;37.947
7730.119;71.223;49.442;37.946
7731.112;71.255;49.445;37.949
7732.101;71.219;49.441;37.945
7733.112;71.204;49.445;37.948
7734.111;71.202;49.441;37.944
7735.101;71.208;49.443;37.946
7736.114;71.21;49.442;37.945
7737.111;71.212;49.439;37.943
7738.11;71.234;49.445;37.949
7739.106;71.218;49.443;37.946
7740.097;71.214;49.445;37.947
7741.085;71.211;49.442;37.945
7742.073;71.218;49.445;37.948
7743.069;71.255;49.446;37.95
7744.055;71.21;49.441;37.944
7745.072;71.215;49.443;37.946
7746.067;71.208;49.441;37.944
7747.067;71.224;49.443;37.946
7748.072;71.23;49.445;37.949
7749.085;71.227;49.443;37.947
7750.083;71.239;49.445;37.948
7751.055;71.228;49.441;37.944
7752.065;71.22;49.442;37.945
7753.046;71.202;49.441;37.944
7754.032;71.24;49.445;37.948
7755.029;71.221;49.441;37.944
7756.027;71.205;49.441;37.945
7757.03;71.24;49.442;37.945
7758.044;71.213;49.439;37.943
7759.035;71.208;49.44;37.944
7760.028;71.216;49.439;37.942
7761.022;71.198;49.438;37.942
7762.027;71.209;49.441;37.944
7763.024;71.202;49.442;37.945
7764.019;71.218;49.441;37.945
7765.028;71.25;49.441;37.945
7766.02;71.242;49.441;37.944
7766.998;71.197;49.44;37.942
7768;71.242;49.443;37.947
7768.995;71.208;49.438;37.942
7769.997;71.236;49.439;37.943
7770.989;71.224;49.443;37.946
7771.971;71.23;49.439;37.943
7772.959;71.206;49.439;37.942
7773.955;71.25;49.442;37.945
7774.946;71.198;49.439;37.943
7775.944;71.204;49.44;37.942
7776.958;71.236;49.441;37.944
7777.973;71.198;49.439;37.943
7778.994;71.185;49.439;37.941
7780.002;71.202;49.44;37.944
7780.979;71.204;49.439;37.943
7781.99;71.204;49.437;37.94
7783.006;71.218;49.442;37.945
7783.997;71.2;49.439;37.942
7784.99;71.217;49.437;37.941
7785.992;71.205;49.442;37.944
7786.998;71.199;49.438;37.941
7788.005;71.211;49.439;37.942
7789.018;71.219;49.437;37.941
7790.001;71.217;49.44;37.943
7790.989;71.218;49.441;37.945
7792.014;71.208;49.443;37.946
7793.013;71.25;49.44;37.944
7794.013;71.216;49.435;37.939
7795.011;71.199;49.438;37.941
7796.011;71.235;49.436;37.94
7797.003;71.193;49.437;37.941
7798.003;71.252;49.439;37.943
7799.005;71.194;49.436;37.939
7799.995;71.189;49.438;37.941
7800.984;71.2;49.438;37.941
7801.978;71.22;49.435;37.938
7802.977;71.206;49.439;37.942
7803.977;71.204;49.436;37.94
7804.967;71.213;49.438;37.94
7805.963;71.209;49.435;37.938
7806.968;71.233;49.439;37.942
7807.953;71.162;49.437;37.939
7808.947;71.237;49.438;37.941
7809.95;71.213;49.437;37.941
7810.93;71.19;49.435;37.938
7811.928;71.201;49.434;37.937
7812.921;71.206;49.437;37.94
7813.917;71.221;49.435;37.939
7814.92;71.203;49.433;37.936
7815.936;71.203;49.437;37.94
7816.927;71.193;49.438;37.94
7817.923;71.206;49.438;37.941
7818.923;71.214;49.439;37.942
7819.926;71.217;49.438;37.941
7820.938;71.202;49.437;37.939
7821.919;71.196;49.436;37.94
7822.938;71.212;49.44;37.943
7823.93;71.188;49.437;37.939
7824.924;71.205;49.437;37.939
7825.913;71.192;49.436;37.939
7826.914;71.184;49.435;37.937
7827.913;71.174;49.436;37.938
7828.901;71.201;49.438;37.941
7829.9;71.189;49.435;37.938
7830.894;71.197;49.436;37.938
7831.876;71.198;49.437;37.94
7832.848;71.218;49.436;37.938
7833.851;71.205;49.434;37.937
7834.858;71.189;49.434;37.937
7835.845;71.139;49.443;37.944
7836.83;71.215;49.436;37.94
7837.818;71.201;49.44;37.942
7838.812;71.186;49.438;37.939
7839.792;71.198;49.435;37.937
7840.784;71.193;49.436;37.94
7841.784;71.168;49.435;37.937
7842.766;71.177;49.433;37.936
7843.756;71.193;49.436;37.939
7844.75;71.183;49.434;37.937
7845.749;71.187;49.433;37.935
7846.725;71.194;49.432;37.935
7847.714;71.175;49.435;37.937
7848.704;71.203;49.434;37.937
7849.699;71.204;49.431;37.934
7850.701;71.184;49.434;37.936
7851.708;71.197;49.431;37.934
7852.697;71.179;49.432;37.934
7853.689;71.207;49.437;37.939
7854.688;71.177;49.435;37.937
7855.679;71.182;49.433;37.935
7856.674;71.195;49.433;37.936
7857.67;71.184;49.434;37.937
7858.652;71.228;49.436;37.938
7859.649;71.176;49.432;37.934
7860.656;71.191;49.435;37.937
7861.654;71.181;49.433;37.935
7862.635;71.2;49.433;37.935
7863.626;71.157;49.431;37.934
7864.621;71.192;49.431;37.934
7865.612;71.173;49.43;37.932
7866.589;71.188;49.431;37.933
7867.572;71.179;49.431;37.933
7868.558;71.181;49.432;37.934
7869.549;71.197;49.43;37.933
7870.529;71.188;49.435;37.936
7871.513;71.181;49.428;37.931
7872.5;71.181;49.429;37.931
7873.493;71.172;49.433;37.935
7874.493;71.198;49.436;37.938
7875.497;71.197;49.433;37.935
7876.51;71.182;49.43;37.933
7877.514;71.179;49.432;37.934
7878.517;71.196;49.428;37.93
7879.525;71.18;49.431;37.933
7880.511;71.179;49.431;37.934
7881.497;71.188;49.433;37.935
7882.488;71.17;49.431;37.932
7883.482;71.17;49.43;37.932
7884.481;71.173;49.432;37.935
7885.482;71.18;49.431;37.933
7886.487;71.168;49.431;37.933
7887.496;71.166;49.426;37.928
7888.481;71.191;49.429;37.932
7889.468;71.175;49.431;37.933
7890.461;71.196;49.43;37.932
7891.456;71.161;49.43;37.931
7892.453;71.182;49.429;37.932
7893.454;71.168;49.433;37.934
7894.431;71.185;49.428;37.93
7895.419;71.191;49.434;37.935
7896.415;71.168;49.426;37.929
7897.419;71.166;49.429;37.931
7898.424;71.205;49.43;37.932
7899.419;71.172;49.427;37.929
7900.416;71.17;49.424;37.926
7901.408;71.174;49.426;37.928
7902.404;71.185;49.427;37.929
7903.383;71.157;49.427;37.929
7904.38;71.153;49.424;37.926
7905.384;71.184;49.431;37.932
7906.397;71.175;49.424;37.926
7907.386;71.159;49.424;37.926
7908.377;71.187;49.425;37.928
7909.35;71.179;49.424;37.927
7910.362;71.156;49.425;37.927
7911.35;71.158;49.426;37.928
7912.344;71.148;49.427;37.93
7913.335;71.147;49.426;37.927
7914.329;71.156;49.425;37.927
7915.329;71.17;49.424;37.926
7916.335;71.179;49.425;37.927
7917.343;71.165;49.429;37.93
7918.359;71.161;49.426;37.928
7919.351;71.171;49.422;37.925
7920.347;71.169;49.424;37.926
7921.346;71.164;49.421;37.924
7922.347;71.177;49.422;37.924
7923.322;71.155;49.427;37.928
7924.331;71.143;49.423;37.925
7925.312;71.176;49.425;37.927
7926.303;71.161;49.422;37.924
7927.295;71.153;49.421;37.922
7928.279;71.164;49.419;37.921
7929.275;71.142;49.424;37.925
7930.274;71.153;49.427;37.928
7931.274;71.163;49.427;37.929
7932.255;71.167;49.429;37.931
7933.251;71.15;49.427;37.929
7934.24;71.155;49.424;37.926
7935.249;71.157;49.425;37.927
7936.26;71.135;49.426;37.927
7937.265;71.175;49.423;37.925
7938.254;71.163;49.423;37.924
7939.253;71.162;49.423;37.924
7940.233;71.156;49.422;37.924
7941.225;71.163;49.422;37.924
7942.232;71.159;49.423;37.924
7943.221;71.154;49.421;37.923
7944.224;71.155;49.422;37.924
7945.23;71.194;49.417;37.92
7946.218;71.162;49.418;37.92
7947.209;71.128;49.423;37.925
7948.208;71.134;49.42;37.922
7949.213;71.147;49.421;37.923
7950.225;71.148;49.422;37.923
7951.24;71.143;49.423;37.924
