IDs:;240716_09_240712G;09_DNAJB6_00_439_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4949.377;56.996;50.919;38.272
4950.376;57.009;50.917;38.268
4951.36;56.994;50.918;38.27
4952.349;56.987;50.92;38.273
4953.347;56.997;50.917;38.269
4954.335;56.989;50.918;38.27
4955.331;57;50.917;38.27
4956.329;56.98;50.919;38.271
4957.341;56.999;50.92;38.273
4958.34;56.991;50.917;38.269
4959.341;56.991;50.92;38.273
4960.349;56.996;50.916;38.268
4961.36;57.002;50.917;38.268
4962.356;56.994;50.915;38.267
4963.359;56.991;50.918;38.269
4964.366;56.994;50.916;38.268
4965.348;56.986;50.916;38.268
4966.365;56.986;50.919;38.271
4967.354;56.975;50.918;38.269
4968.353;56.99;50.917;38.268
4969.353;56.984;50.916;38.269
4970.357;56.985;50.918;38.269
4971.372;56.985;50.916;38.268
4972.36;56.995;50.914;38.265
4973.353;56.975;50.917;38.269
4974.347;56.993;50.913;38.265
4975.329;56.971;50.917;38.268
4976.319;56.987;50.916;38.267
4977.312;56.986;50.916;38.269
4978.313;56.985;50.915;38.265
4979.305;57.001;50.918;38.269
4980.287;56.981;50.916;38.267
4981.283;56.982;50.916;38.266
4982.28;56.99;50.915;38.266
4983.283;56.978;50.915;38.266
4984.269;56.982;50.915;38.265
4985.26;56.975;50.917;38.268
4986.264;56.98;50.914;38.264
4987.259;56.978;50.915;38.266
4988.258;56.968;50.916;38.267
4989.247;56.968;50.915;38.265
4990.251;56.978;50.916;38.265
4991.262;56.989;50.911;38.26
4992.265;56.978;50.914;38.264
4993.268;56.985;50.913;38.263
4994.276;56.976;50.915;38.266
4995.26;56.976;50.915;38.264
4996.25;56.979;50.914;38.263
4997.242;56.973;50.915;38.266
4998.246;56.986;50.912;38.261
4999.25;56.967;50.914;38.264
5000.261;56.979;50.915;38.265
