time/h	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	Ab42	Ab42	Ab42	Ab42
44.778	68271	77123	82043	70935	52408	52009	52579	53874	77273	72675	73336	75051	1.0239e+05	1.0386e+05	1.1229e+05	94691
44.814	67503	75623	82092	70975	52569	52491	52771	53634	77235	72492	73289	74549	1.0223e+05	1.0192e+05	1.1132e+05	94435
44.850	68220	75918	81993	70914	52806	51660	52520	52545	77041	72569	74180	74772	1.0266e+05	1.0405e+05	1.1089e+05	95367
44.886	67700	76033	81378	71040	53200	51692	52471	52898	76531	72733	72790	74141	1.0204e+05	1.0417e+05	1.1034e+05	94691
44.922	67052	76246	81813	70437	53096	52188	52366	53631	77356	73104	73633	75360	1.0250e+05	1.0322e+05	1.1233e+05	95309
44.958	67742	75894	82453	70748	52823	51446	52387	53529	77755	73115	74294	74841	1.0276e+05	1.0339e+05	1.1144e+05	95428
44.994	69114	75527	82630	70219	52583	52201	52064	53752	76386	72821	73565	74729	1.0261e+05	1.0385e+05	1.1120e+05	94709
45.031	68691	76389	82667	70261	52738	51768	52830	53700	76686	72939	73481	74452	1.0266e+05	1.0452e+05	1.1055e+05	94932
45.067	67420	76173	82394	70700	53131	52354	53082	53421	77090	73159	73822	74987	1.0272e+05	1.0381e+05	1.1185e+05	96401
45.103	68392	76865	82321	71356	52476	52945	51931	53984	77782	72823	74608	74680	1.0215e+05	1.0395e+05	1.1181e+05	94532
45.139	67841	76305	82094	70786	52436	52516	52317	53900	77068	72387	73430	75984	1.0234e+05	1.0400e+05	1.1207e+05	95361
45.175	67776	75475	82365	70746	52674	52301	52345	53572	77547	72892	73558	73853	1.0214e+05	1.0380e+05	1.0996e+05	95263
45.211	67489	76912	82771	70940	53068	51716	51971	54017	77161	72853	73609	75098	1.0274e+05	1.0408e+05	1.1097e+05	94761
45.247	67425	75817	82269	71013	52626	52040	51098	52919	76908	72611	74175	74675	1.0357e+05	1.0353e+05	1.0990e+05	95716
45.283	67871	76675	80910	71144	52456	51906	50445	53002	77614	72835	73651	75368	1.0271e+05	1.0404e+05	1.1073e+05	94898
45.319	67654	76668	82024	70263	53304	52040	51568	53796	78246	72713	73339	73867	1.0303e+05	1.0379e+05	1.1174e+05	94397
45.356	68133	76939	82709	70837	52627	52181	51939	53409	76867	73338	74335	75862	1.0218e+05	1.0372e+05	1.1162e+05	94976
45.392	68330	76394	81735	70413	52864	51516	51993	53675	78133	73209	73901	75535	1.0270e+05	1.0314e+05	1.1130e+05	94852
45.428	67715	76338	82232	70634	53033	51662	52475	53136	78241	72995	73768	74646	1.0262e+05	1.0403e+05	1.1035e+05	94461
45.464	68190	76329	81790	71542	53803	51879	51896	53400	76879	73058	72743	75025	1.0230e+05	1.0388e+05	1.1261e+05	94724
45.500	67300	76620	81331	70412	52752	51298	52399	54293	77023	72667	73357	74437	1.0347e+05	1.0399e+05	1.1196e+05	94821
45.536	67400	75909	82463	70597	52783	52426	51837	53021	77772	72652	73217	74151	1.0231e+05	1.0444e+05	1.1026e+05	93921
45.572	68379	75734	82345	70598	53322	51388	52707	53161	77228	72863	74170	75510	1.0230e+05	1.0436e+05	1.1106e+05	95307
45.608	67500	76815	82517	70929	52759	51505	52304	52834	77458	72418	73472	75807	1.0166e+05	1.0342e+05	1.1184e+05	94522
45.644	68401	75932	81492	70528	52625	52047	52195	53108	77645	72897	73168	74945	1.0285e+05	1.0324e+05	1.1127e+05	94767
45.681	67667	76206	82316	70925	53245	51404	52156	53617	76970	72335	73514	74529	1.0191e+05	1.0437e+05	1.1160e+05	94001
45.717	67620	76695	81308	70183	52822	52168	52243	53206	76874	73006	73462	75049	1.0290e+05	1.0373e+05	1.1099e+05	93313
45.753	67548	76083	81295	69233	52744	51209	53300	53807	77414	72722	74131	74980	1.0335e+05	1.0327e+05	1.1045e+05	94725
45.789	68251	75503	81310	70441	52292	51889	52675	53698	77369	72737	73006	75072	1.0204e+05	1.0345e+05	1.1043e+05	95137
45.825	68818	75927	82115	70624	52322	51283	52396	53548	77322	72902	72611	74665	1.0178e+05	1.0402e+05	1.1133e+05	94290
45.861	67617	76047	81141	70144	52781	51369	52290	53325	77177	72617	73503	74517	1.0271e+05	1.0384e+05	1.1155e+05	94794
45.897	67849	76432	82280	70279	52077	51478	52165	53993	76808	73225	73961	73970	1.0287e+05	1.0399e+05	1.1168e+05	94925
45.933	67951	76249	82262	70711	52945	51736	52204	52817	77164	72667	74340	75120	1.0221e+05	1.0377e+05	1.1017e+05	95003
45.969	67447	76568	81862	70481	53275	52328	52635	53134	77820	72716	73757	75203	1.0231e+05	1.0474e+05	1.1076e+05	93610
46.006	66783	75176	81248	70650	52167	52271	51638	52805	77793	73083	73483	74652	1.0258e+05	1.0427e+05	1.1127e+05	94359
46.042	67234	76486	82248	70404	52724	51684	52754	53227	77536	73255	73362	74970	1.0252e+05	1.0523e+05	1.1147e+05	94570
46.078	67532	76598	82200	70455	53168	51877	52255	52903	77214	73294	73041	74158	1.0271e+05	1.0354e+05	1.1205e+05	95343
46.114	68129	75528	81629	70773	52094	51898	51912	53453	77370	72869	72850	75110	1.0213e+05	1.0353e+05	1.1141e+05	93747
46.150	67318	76295	81967	70633	53300	51627	52034	53704	76765	73217	73055	74205	1.0129e+05	1.0358e+05	1.1078e+05	94630
46.186	67244	76154	82156	70518	53146	52382	51693	53867	76752	71973	73727	74597	1.0275e+05	1.0295e+05	1.1167e+05	93937
46.222	67859	75462	81275	71061	52891	52123	51100	53484	78155	73298	72988	74425	1.0234e+05	1.0357e+05	1.1124e+05	94242
46.258	67976	76652	82115	70055	52803	52097	51864	53617	77710	72812	73809	74332	1.0218e+05	1.0376e+05	1.1048e+05	96002
46.294	67857	76266	81652	70248	52967	52004	52643	53249	77639	73307	73613	75534	1.0243e+05	1.0327e+05	1.1102e+05	94427
46.331	68088	75415	82006	71069	52878	51920	51930	53661	77375	72854	73912	75444	1.0219e+05	1.0356e+05	1.1081e+05	95884
46.367	67888	76578	81598	70663	52401	52002	51627	53778	77067	73039	73261	74990	1.0223e+05	1.0386e+05	1.1124e+05	94837
46.403	67605	75747	82172	71503	52684	52072	51570	53243	78213	73144	74037	74921	1.0295e+05	1.0337e+05	1.1067e+05	93950
46.439	68100	75602	81407	70113	52369	52080	51727	53190	77125	72389	72581	74683	1.0274e+05	1.0403e+05	1.1032e+05	93927
46.475	67844	75173	81371	69796	52479	51790	51195	52965	78414	73286	72704	75349	1.0310e+05	1.0414e+05	1.1118e+05	94087
46.511	67435	76289	81592	70009	52538	51881	51113	53337	76348	73521	73777	74618	1.0130e+05	1.0439e+05	1.1205e+05	94805
46.547	68299	75654	81838	70992	52589	51966	51168	53701	76906	73192	73713	74792	1.0301e+05	1.0351e+05	1.1106e+05	94584
46.583	66760	75944	81030	70437	53258	51610	51452	53622	77569	73153	73966	75265	1.0286e+05	1.0377e+05	1.1089e+05	94101
46.619	67554	75723	81097	69927	52511	51448	51260	53733	77669	72146	73678	75148	1.0238e+05	1.0423e+05	1.1216e+05	93818
46.656	66978	75441	81537	70837	53122	52122	51702	53295	77316	72658	73032	74660	1.0352e+05	1.0415e+05	1.1245e+05	93812
46.692	67444	75243	81268	70397	52496	52318	51908	53116	77064	73411	73210	75079	1.0350e+05	1.0475e+05	1.1117e+05	93766
46.728	67620	76490	82076	70994	52533	52158	51854	52821	77795	73865	73306	74298	1.0350e+05	1.0444e+05	1.1092e+05	94749
46.764	67581	76693	82746	70085	52594	52372	51495	54122	77338	73724	73202	76216	1.0343e+05	1.0453e+05	1.1074e+05	93659
46.800	67945	76230	81379	70843	52516	52672	51760	52655	77573	73694	74734	74987	1.0246e+05	1.0451e+05	1.0952e+05	94482
46.836	67795	75973	81845	70441	52505	51818	51858	52815	76437	73571	73441	75689	1.0295e+05	1.0491e+05	1.1088e+05	93799
46.872	68723	75851	82195	71097	53439	52253	51552	53633	76733	72466	73698	74698	1.0298e+05	1.0363e+05	1.1142e+05	95474
46.908	67939	76239	81904	70147	52660	51269	51218	53201	77486	72346	72459	74419	1.0338e+05	1.0480e+05	1.1115e+05	94179
46.944	68648	75882	82455	71464	52747	51500	51544	53258	77498	72259	73843	75007	1.0284e+05	1.0374e+05	1.1151e+05	93806
46.981	67549	76282	81781	71414	52740	51710	51569	53088	77915	72556	73864	75015	1.0253e+05	1.0301e+05	1.1092e+05	94673
47.017	67066	75147	81562	70334	52997	52114	51002	53578	77907	73478	73522	75248	1.0320e+05	1.0374e+05	1.1021e+05	94654
47.053	67644	75607	81638	70331	52928	51682	51358	53053	78088	73207	73060	74250	1.0301e+05	1.0328e+05	1.1155e+05	93951
47.089	68217	75732	81291	71078	52361	52057	52029	53407	77416	73906	73610	75381	1.0330e+05	1.0384e+05	1.0985e+05	94310
47.125	68026	76508	80873	70531	52607	52287	51859	53045	77473	73124	72131	73980	1.0343e+05	1.0406e+05	1.1101e+05	93764
47.161	67564	76361	81703	70463	52323	52119	51171	53036	77445	73055	73794	74818	1.0390e+05	1.0377e+05	1.1130e+05	93953
47.197	67745	75931	81844	71412	53353	51762	50861	53469	76726	72588	73782	74985	1.0262e+05	1.0451e+05	1.1118e+05	93829
47.233	68268	75388	81659	71466	52415	52053	51529	53201	77488	72016	73785	75416	1.0316e+05	1.0384e+05	1.1144e+05	94243
47.269	67056	76165	81721	70711	53109	51232	52177	53001	77355	72398	74577	75592	1.0302e+05	1.0464e+05	1.1201e+05	94768
47.306	68570	75701	81934	70827	53083	52188	51626	52834	76874	72182	73384	74637	1.0311e+05	1.0412e+05	1.1146e+05	94718
47.342	68096	76052	81710	69908	53100	51399	51693	52821	77364	73242	74187	74627	1.0247e+05	1.0428e+05	1.1130e+05	94393
47.378	68756	76101	82429	70863	52450	52139	50931	53442	77117	72501	72761	75044	1.0407e+05	1.0319e+05	1.1181e+05	93625
47.414	67572	76133	82138	71279	52565	51725	51108	54005	77843	73657	73014	73710	1.0319e+05	1.0488e+05	1.1233e+05	93841
47.450	67511	75261	81803	70271	52701	52216	52010	53451	77413	73408	73196	74259	1.0359e+05	1.0333e+05	1.1098e+05	93859
47.486	68077	75949	81516	70630	52442	51052	51969	52845	77297	73327	72949	75184	1.0430e+05	1.0473e+05	1.1098e+05	95077
47.522	68110	76363	81447	70970	52568	51871	51567	53531	77614	72777	73080	74486	1.0263e+05	1.0347e+05	1.1177e+05	94971
47.558	67714	75777	81941	70742	51590	52208	51963	52778	77150	73607	73771	74841	1.0385e+05	1.0474e+05	1.1312e+05	93573
47.594	67080	76367	81130	70434	52439	51413	52061	53493	77500	72371	73391	75200	1.0363e+05	1.0381e+05	1.1144e+05	94171
47.631	68135	76747	81381	71528	52816	51917	51580	53264	77728	72975	73197	74615	1.0349e+05	1.0462e+05	1.1092e+05	94798
47.667	68113	76110	81576	70296	52794	52028	51797	53676	77078	73225	73161	74486	1.0312e+05	1.0353e+05	1.1136e+05	94457
47.703	68045	75510	81629	70602	53139	51807	51257	53271	77336	72538	72496	75408	1.0300e+05	1.0413e+05	1.1108e+05	93508
47.739	67790	75355	82723	70578	52233	51992	51888	53003	77968	72150	73227	75517	1.0312e+05	1.0409e+05	1.1175e+05	93733
47.775	67687	76055	81720	70242	52945	51943	50402	52539	77319	72703	73500	75106	1.0285e+05	1.0330e+05	1.1195e+05	93622
47.811	67481	74860	81973	71394	52357	52144	51108	52887	76774	72346	73357	74177	1.0310e+05	1.0386e+05	1.1234e+05	94276
47.847	67582	74908	81571	70943	53275	52018	51849	52976	77028	72368	72826	76084	1.0250e+05	1.0423e+05	1.1152e+05	94449
47.883	67904	75959	82909	70523	53445	52178	51510	53481	76737	73222	73416	75161	1.0389e+05	1.0433e+05	1.1154e+05	93791
47.919	67617	76443	82445	70724	52422	51532	51385	53205	77741	72626	73362	75271	1.0300e+05	1.0432e+05	1.1221e+05	93734
47.956	67454	76146	81222	70522	52886	51929	52032	53621	76537	73085	73852	75083	1.0269e+05	1.0436e+05	1.1248e+05	94095
47.992	67494	75833	81125	71259	51477	51164	51132	52973	78143	73082	73558	74783	1.0388e+05	1.0423e+05	1.1207e+05	94492
48.028	68194	75359	81061	70419	52856	51760	51019	53035	77398	73030	73238	74179	1.0425e+05	1.0413e+05	1.1067e+05	94374
48.064	67883	75196	82146	71149	52601	51937	51486	53760	78189	73496	73690	74985	1.0308e+05	1.0364e+05	1.1212e+05	94162
48.100	68008	75319	82645	70123	52857	52210	51318	53576	76428	73177	74014	76458	1.0264e+05	1.0474e+05	1.1196e+05	94229
48.136	68037	75480	82094	70743	52562	51387	51110	53251	77781	72970	73338	74593	1.0326e+05	1.0404e+05	1.1056e+05	94671
48.172	67785	76002	81896	70797	52483	51540	52136	53426	76266	73403	73891	74913	1.0414e+05	1.0448e+05	1.1050e+05	94403
48.208	67560	75825	83132	70303	52876	51606	51621	53608	77078	72916	73139	74629	1.0242e+05	1.0448e+05	1.1172e+05	93218
48.244	67775	76310	81463	70458	52403	51674	51389	52772	77905	73445	73916	75546	1.0298e+05	1.0363e+05	1.1170e+05	94023
48.281	68504	75700	81304	70246	52606	51550	51704	52884	77917	73226	74125	74926	1.0338e+05	1.0404e+05	1.0996e+05	94142
48.317	68235	75495	82185	70289	52549	51252	51790	53546	77963	72386	73050	75564	1.0311e+05	1.0362e+05	1.1111e+05	94791
48.353	67786	75143	82553	70173	53069	52363	50912	52540	77639	73364	73114	75033	1.0392e+05	1.0408e+05	1.1096e+05	94619
48.389	67511	75723	82493	70525	52222	51258	51229	54467	77592	72637	73228	74647	1.0304e+05	1.0544e+05	1.1164e+05	93958
48.425	68038	75440	82796	70791	52571	51412	51440	52964	76693	72684	72658	74822	1.0388e+05	1.0395e+05	1.1223e+05	94038
48.461	67673	75550	81762	70527	53128	51160	51030	53300	78693	73471	72860	75361	1.0210e+05	1.0553e+05	1.1135e+05	93796
48.497	68208	75529	80850	70848	52772	51329	51579	53064	77285	73783	73708	74858	1.0286e+05	1.0377e+05	1.1145e+05	93743
48.533	68123	76315	82679	70802	52682	51649	51263	52752	77846	72516	73547	75577	1.0308e+05	1.0342e+05	1.1179e+05	93747
48.569	67784	75115	81775	70866	52771	51029	50958	53005	77875	73227	73580	75233	1.0310e+05	1.0392e+05	1.1165e+05	94220
48.606	68011	74488	81828	71192	52764	51551	51110	53340	78518	73391	73411	74076	1.0320e+05	1.0394e+05	1.1126e+05	94503
48.642	67134	76702	82151	71236	52415	51823	51015	52925	77435	73212	73686	75154	1.0332e+05	1.0409e+05	1.1252e+05	93607
48.678	67426	75622	82397	70750	52646	51261	50671	53330	77816	73010	73356	75045	1.0343e+05	1.0413e+05	1.1138e+05	94194
48.714	67698	75330	82294	70747	52809	51506	51053	53001	77308	73338	73769	74707	1.0317e+05	1.0393e+05	1.1096e+05	94552
48.750	67762	74868	82036	70739	52694	51207	51288	53624	78009	73327	73134	75027	1.0366e+05	1.0479e+05	1.1095e+05	94552
48.786	66980	75029	82025	69618	53214	51781	51311	52532	77857	72973	73367	74416	1.0251e+05	1.0443e+05	1.1166e+05	94125
48.822	68396	74622	82248	70428	52616	51293	51499	52870	78738	73081	73466	74493	1.0340e+05	1.0430e+05	1.1034e+05	94384
48.858	68261	76107	81356	70110	52984	51070	52062	53732	77226	73468	72851	74648	1.0443e+05	1.0348e+05	1.1161e+05	95430
48.894	67272	76062	82530	70640	53110	51566	52298	53532	77649	72750	73470	75065	1.0373e+05	1.0450e+05	1.1160e+05	94657
48.931	68289	76387	82094	70735	51733	51873	51336	53138	76575	73070	73281	74496	1.0333e+05	1.0254e+05	1.1145e+05	93345
48.967	67847	75285	81274	69985	53044	51663	50923	52891	76945	74206	73488	75452	1.0303e+05	1.0367e+05	1.1102e+05	93174
49.003	67317	75087	82582	70943	52522	51070	50902	53993	77638	73636	73709	75605	1.0286e+05	1.0338e+05	1.1185e+05	93984
49.039	68565	75620	82754	69892	52900	50858	52119	53259	77944	73187	73288	75003	1.0212e+05	1.0252e+05	1.1064e+05	94866
49.075	67906	76154	82042	70650	52640	51305	51424	54172	78137	72536	73299	74931	1.0331e+05	1.0266e+05	1.1115e+05	94297
49.111	68092	75485	81309	70280	53003	51593	51580	53176	78672	73555	72864	75147	1.0460e+05	1.0407e+05	1.1137e+05	94888
49.147	67743	75485	81555	71716	52503	52360	51182	53014	77073	72495	72920	74973	1.0252e+05	1.0371e+05	1.1155e+05	93520
49.183	67937	75524	81769	70468	52089	50713	50414	53225	77811	73006	72691	75612	1.0484e+05	1.0383e+05	1.1045e+05	93672
49.219	68468	75250	82281	70586	51596	51338	50848	52415	78155	73701	73091	75136	1.0391e+05	1.0378e+05	1.1077e+05	93551
49.256	68125	74736	81481	70663	52272	51454	51244	52525	78016	73556	73916	75117	1.0271e+05	1.0388e+05	1.1028e+05	93450
49.292	68257	75588	81786	71025	52891	51831	51074	53201	77287	73627	74050	74558	1.0352e+05	1.0485e+05	1.1169e+05	93754
49.328	67612	75590	82046	70936	52442	51639	51261	53611	77663	72695	73678	74846	1.0361e+05	1.0343e+05	1.1230e+05	94080
49.364	68207	74945	81079	70084	52832	51461	51309	52627	77611	73233	72917	75320	1.0348e+05	1.0431e+05	1.1127e+05	94221
49.400	67640	75576	81759	69754	52574	51376	51634	53802	77682	72851	72591	74147	1.0405e+05	1.0399e+05	1.1138e+05	94491
49.436	67470	75715	81370	69176	52443	51756	50759	52276	77838	73083	73681	74948	1.0425e+05	1.0329e+05	1.1103e+05	93988
49.472	66914	75039	80884	70224	52294	51272	51101	53392	77449	73203	73597	75106	1.0285e+05	1.0338e+05	1.1195e+05	93680
49.508	67818	75869	81437	70890	52536	51435	51079	52716	78042	73033	73813	74417	1.0379e+05	1.0294e+05	1.1146e+05	94148
49.544	67575	75515	81961	69939	52499	51768	50633	52939	77874	73054	74238	75060	1.0327e+05	1.0442e+05	1.1179e+05	94151
49.581	67581	75308	81155	70994	52663	51143	51553	53361	77167	73384	72287	75037	1.0379e+05	1.0423e+05	1.1229e+05	94037
49.617	68061	74875	81567	70343	52334	50513	51050	53661	77279	74336	74129	75103	1.0338e+05	1.0397e+05	1.1077e+05	93516
49.653	67913	75409	82334	69434	52359	51628	51609	52519	77522	73195	73453	75509	1.0379e+05	1.0406e+05	1.1258e+05	94757
49.689	67474	76098	82238	70664	52606	51086	50712	53362	77466	73481	72444	74429	1.0313e+05	1.0320e+05	1.1140e+05	94306
49.725	68515	75173	81936	70033	53039	51243	51345	52656	78577	73133	72768	74821	1.0427e+05	1.0374e+05	1.1098e+05	94174
49.761	67725	75047	81456	71002	52730	50878	51442	52474	78557	73696	72836	75006	1.0393e+05	1.0382e+05	1.1160e+05	94791
49.797	68173	75377	83050	71193	52414	51404	50775	52824	78033	73152	74243	74891	1.0406e+05	1.0322e+05	1.1120e+05	93817
49.833	66908	75075	82021	70501	52137	51226	51017	53505	77274	73294	72965	74783	1.0256e+05	1.0387e+05	1.1088e+05	94044
49.869	67917	75600	81751	70733	53137	51422	51861	52809	77398	73426	73470	74952	1.0264e+05	1.0378e+05	1.1175e+05	94021
49.906	67922	75723	81927	71346	52043	50835	51192	52620	77362	72819	73713	74816	1.0299e+05	1.0273e+05	1.1159e+05	94723
49.942	67694	75368	81386	70706	52830	51243	51424	53098	77679	73125	73194	75417	1.0261e+05	1.0321e+05	1.1231e+05	94015
49.978	68412	76036	81759	70656	52372	51154	50723	52756	77491	72914	73708	75192	1.0354e+05	1.0335e+05	1.1115e+05	93619
50.014	68529	74764	81876	69769	52463	51119	51305	52896	77769	74312	73220	74998	1.0358e+05	1.0309e+05	1.1179e+05	93676
50.050	67927	75471	81910	70421	53074	50889	50480	53546	77888	72668	73101	74663	1.0285e+05	1.0314e+05	1.1137e+05	93314
50.086	67787	75106	81319	70916	53266	51299	51549	53074	78497	73983	74014	74915	1.0289e+05	1.0370e+05	1.1116e+05	93388
50.122	67254	75541	81350	71015	52219	50520	51506	52977	77298	73286	73523	75360	1.0392e+05	1.0418e+05	1.1116e+05	93898
50.158	67964	75040	82010	70183	52287	50682	51087	52727	78056	73001	73526	74620	1.0324e+05	1.0375e+05	1.1028e+05	94398
50.194	67950	75026	82536	70140	53196	51275	51157	53172	78418	73674	73162	74589	1.0266e+05	1.0334e+05	1.1145e+05	93453
50.231	67017	74876	81715	70680	51960	51075	51592	53890	77252	72523	73955	74891	1.0307e+05	1.0420e+05	1.1173e+05	94396
50.267	68066	74999	81625	70078	52553	51594	50897	53539	77280	73097	73600	75068	1.0336e+05	1.0350e+05	1.1134e+05	92826
50.303	68010	74901	82365	70894	51939	50874	51096	52836	77515	73431	73044	76079	1.0349e+05	1.0345e+05	1.1204e+05	93735
50.339	68127	75701	81182	69816	52042	51019	50766	52069	78226	73212	73224	76236	1.0372e+05	1.0482e+05	1.1176e+05	93886
50.375	68107	75796	81311	70807	51716	50746	51115	53432	77234	73946	73442	75129	1.0204e+05	1.0367e+05	1.1219e+05	94204
50.411	67059	75406	81575	70427	52765	51702	50920	52691	77188	73182	73364	75818	1.0302e+05	1.0403e+05	1.1182e+05	94466
50.447	67619	75121	81978	70448	51761	51766	51121	52744	78498	73959	72921	75153	1.0294e+05	1.0349e+05	1.1140e+05	93014
50.483	67902	75079	82194	70359	52308	50759	50798	53584	77466	73385	73110	74224	1.0338e+05	1.0397e+05	1.1165e+05	93917
50.519	67746	75467	80769	70500	52270	51300	51465	52222	77466	72934	73932	74923	1.0362e+05	1.0427e+05	1.1140e+05	93348
50.556	67298	74938	81958	70629	52776	51495	51140	53049	78790	73945	73470	74821	1.0327e+05	1.0243e+05	1.1185e+05	93078
50.592	67758	75818	81766	70048	53046	50903	51578	53437	78101	73964	73833	75300	1.0283e+05	1.0372e+05	1.1156e+05	93238
50.628	67355	75130	82338	70153	52137	51491	51112	53445	77997	73796	73027	75619	1.0342e+05	1.0377e+05	1.1114e+05	94371
50.664	68360	75038	82271	70019	52459	51697	51360	53405	77891	72162	72414	74767	1.0329e+05	1.0441e+05	1.1149e+05	94082
50.700	67728	75030	82017	70629	53238	50566	51189	52960	77092	73186	73106	74499	1.0428e+05	1.0390e+05	1.1137e+05	94005
50.736	68311	74903	81502	69636	52251	51280	50874	53134	77819	73587	72872	75180	1.0410e+05	1.0360e+05	1.1128e+05	94635
50.772	67755	75104	82226	70703	52363	50952	51353	52628	77374	73354	72993	74938	1.0215e+05	1.0354e+05	1.1087e+05	93009
50.808	67675	74554	82517	69715	53047	50317	50895	52664	77475	73369	73365	75046	1.0212e+05	1.0307e+05	1.1166e+05	93695
50.844	68092	76061	81833	70364	52590	51125	51019	53301	78189	73556	73514	75647	1.0331e+05	1.0472e+05	1.1068e+05	93696
50.881	67331	75918	82066	70543	52075	51480	50695	53199	77600	73590	73824	75261	1.0249e+05	1.0355e+05	1.1165e+05	93611
50.917	67666	74909	81778	69993	53138	51564	51121	52990	77467	73548	73430	76368	1.0324e+05	1.0408e+05	1.1121e+05	93210
50.953	67748	76108	81921	70084	52384	50519	50773	53440	77189	73070	73036	74542	1.0396e+05	1.0392e+05	1.1017e+05	94140
50.989	67586	74713	81017	69826	52587	51269	50697	53065	76768	73634	73341	75352	1.0292e+05	1.0452e+05	1.1058e+05	93859
