time/h	3 uM CTD	3 uM CTD	3 uM CTD	3 uM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
45.572	47857	46300	46154	47077	46706	46590	46879	49370	61112	64926	65646	66045	1.0230e+05	1.0436e+05	1.1106e+05	95307
45.608	48420	46302	46714	46432	46454	46713	47563	48597	61484	65991	65319	65200	1.0166e+05	1.0342e+05	1.1184e+05	94522
45.644	48095	46458	46637	46574	45911	46882	47747	49267	61764	65901	64973	64598	1.0285e+05	1.0324e+05	1.1127e+05	94767
45.681	48008	46433	46118	47006	46847	47177	46827	48604	60622	65417	65784	64926	1.0191e+05	1.0437e+05	1.1160e+05	94001
45.717	47604	46160	47137	46049	46391	46169	47323	48564	61783	65349	65219	65143	1.0290e+05	1.0373e+05	1.1099e+05	93313
45.753	47560	46428	46459	46355	46655	46691	47013	48807	61688	65460	65076	66222	1.0335e+05	1.0327e+05	1.1045e+05	94725
45.789	48240	46630	46629	46604	46464	46604	47415	48847	61107	65186	65409	65237	1.0204e+05	1.0345e+05	1.1043e+05	95137
45.825	47491	46449	47038	46216	46391	47118	47036	48088	62253	65434	65635	65373	1.0178e+05	1.0402e+05	1.1133e+05	94290
45.861	48031	47381	47095	46096	46050	46341	47038	48635	61652	65566	65092	65891	1.0271e+05	1.0384e+05	1.1155e+05	94794
45.897	48548	46234	46801	46492	46630	46762	46988	48724	61048	65078	64809	65900	1.0287e+05	1.0399e+05	1.1168e+05	94925
45.933	48457	46034	46413	46886	46812	47072	47331	48170	61402	65919	64704	65470	1.0221e+05	1.0377e+05	1.1017e+05	95003
45.969	47985	46696	46479	46454	45893	46540	47372	48898	61057	64944	65482	65540	1.0231e+05	1.0474e+05	1.1076e+05	93610
46.006	47683	47302	46567	46419	47126	46847	47151	48588	61554	65224	64975	64994	1.0258e+05	1.0427e+05	1.1127e+05	94359
46.042	48351	46675	46775	46503	46223	46687	47673	48789	61584	65231	65226	66522	1.0252e+05	1.0523e+05	1.1147e+05	94570
46.078	48942	46387	47342	46067	46203	46686	47713	48975	61124	65542	65474	64897	1.0271e+05	1.0354e+05	1.1205e+05	95343
46.114	47556	46509	47204	46629	46500	46758	47308	48592	62088	65985	65102	65827	1.0213e+05	1.0353e+05	1.1141e+05	93747
46.150	48058	46156	47117	46294	46687	46555	47762	49059	61899	65978	64789	65561	1.0129e+05	1.0358e+05	1.1078e+05	94630
46.186	47890	46629	46307	46431	46132	46661	47320	49235	61456	65178	64563	66329	1.0275e+05	1.0295e+05	1.1167e+05	93937
46.222	47830	46778	46677	46099	46623	46817	47560	48708	61777	65678	65568	65277	1.0234e+05	1.0357e+05	1.1124e+05	94242
46.258	48343	46543	46825	46342	46255	47036	47335	48283	61912	65186	65664	66013	1.0218e+05	1.0376e+05	1.1048e+05	96002
46.294	47976	46081	46965	45753	47239	46468	46846	49131	61900	64999	65198	65563	1.0243e+05	1.0327e+05	1.1102e+05	94427
46.331	47954	47031	47850	46747	46348	47133	47488	48971	61801	65363	65119	65199	1.0219e+05	1.0356e+05	1.1081e+05	95884
46.367	48233	45788	46752	46231	46356	46298	47481	48877	60610	65628	64407	66337	1.0223e+05	1.0386e+05	1.1124e+05	94837
46.403	47805	46300	46923	46062	46764	46530	47576	48880	61540	65036	64864	64996	1.0295e+05	1.0337e+05	1.1067e+05	93950
46.439	47946	46144	46287	45500	46796	46748	47333	48821	62274	65201	65008	65891	1.0274e+05	1.0403e+05	1.1032e+05	93927
46.475	48007	46580	47328	46367	46301	46737	48048	48648	61573	65055	66447	66005	1.0310e+05	1.0414e+05	1.1118e+05	94087
46.511	48672	46871	46863	45803	46766	46621	47294	49307	61021	65495	65547	65401	1.0130e+05	1.0439e+05	1.1205e+05	94805
46.547	47973	46336	47258	46554	46110	47459	47552	48811	61506	64748	66288	65446	1.0301e+05	1.0351e+05	1.1106e+05	94584
46.583	48079	46950	46842	46613	46491	46414	48186	48449	61187	65339	64905	66117	1.0286e+05	1.0377e+05	1.1089e+05	94101
46.619	47693	46205	47009	46530	45606	46322	47377	48814	60970	64759	65103	65533	1.0238e+05	1.0423e+05	1.1216e+05	93818
46.656	47963	46761	47336	46536	45935	46439	47748	49186	62025	65064	64695	66303	1.0352e+05	1.0415e+05	1.1245e+05	93812
46.692	48253	46649	46673	46650	46265	47076	47696	48750	61770	65025	65372	66205	1.0350e+05	1.0475e+05	1.1117e+05	93766
46.728	48459	46314	46645	46958	46762	46256	47542	48732	61828	65344	65682	66014	1.0350e+05	1.0444e+05	1.1092e+05	94749
46.764	48528	46677	46569	46634	46359	46437	47076	48943	62314	64828	65602	65775	1.0343e+05	1.0453e+05	1.1074e+05	93659
46.800	47424	46664	46918	46376	46599	46964	47512	48572	61063	65405	65502	65488	1.0246e+05	1.0451e+05	1.0952e+05	94482
46.836	48506	46315	46609	46145	46733	46736	47769	48616	61690	64423	65780	65736	1.0295e+05	1.0491e+05	1.1088e+05	93799
46.872	48515	47178	46894	46198	46593	47094	47786	49623	61142	64717	64950	65695	1.0298e+05	1.0363e+05	1.1142e+05	95474
46.908	48486	46611	46819	46163	46350	46973	47837	48250	62142	64921	64860	66425	1.0338e+05	1.0480e+05	1.1115e+05	94179
46.944	49297	46303	47151	45710	46593	46803	47318	48543	61487	64551	65455	66055	1.0284e+05	1.0374e+05	1.1151e+05	93806
46.981	47833	46327	46782	46519	46727	46671	47404	48996	61645	65776	65385	66825	1.0253e+05	1.0301e+05	1.1092e+05	94673
47.017	48935	47208	46946	46292	46562	46346	47588	49188	61676	65359	65108	65244	1.0320e+05	1.0374e+05	1.1021e+05	94654
47.053	48111	46321	46952	46277	46201	46768	47481	48274	61947	65136	65633	65649	1.0301e+05	1.0328e+05	1.1155e+05	93951
47.089	47766	46247	47021	45984	46311	46670	47446	49705	61759	64488	64995	65141	1.0330e+05	1.0384e+05	1.0985e+05	94310
47.125	48191	45929	46758	46782	46009	46557	47733	49106	60874	65256	65820	65598	1.0343e+05	1.0406e+05	1.1101e+05	93764
47.161	47651	46074	47689	46071	46567	46535	47272	49211	61284	65224	65369	65531	1.0390e+05	1.0377e+05	1.1130e+05	93953
47.197	48261	46464	46703	46304	46857	46546	47133	48990	61892	66385	65199	65833	1.0262e+05	1.0451e+05	1.1118e+05	93829
47.233	48638	46919	47066	46758	46094	46838	47051	48675	61752	65336	64195	65680	1.0316e+05	1.0384e+05	1.1144e+05	94243
47.269	48424	46414	46774	46260	46537	46732	47658	49269	61563	65355	64877	65645	1.0302e+05	1.0464e+05	1.1201e+05	94768
47.306	48347	46872	46864	46829	46356	46673	48311	48975	61709	64549	64847	65169	1.0311e+05	1.0412e+05	1.1146e+05	94718
47.342	47597	46684	46906	46356	46036	46053	47994	48303	61495	65340	64066	65396	1.0247e+05	1.0428e+05	1.1130e+05	94393
47.378	47972	47111	46772	47132	46588	46792	47579	48296	62046	64873	63831	65685	1.0407e+05	1.0319e+05	1.1181e+05	93625
47.414	48626	46262	46691	45718	45996	47115	47202	48687	62304	64976	65135	65847	1.0319e+05	1.0488e+05	1.1233e+05	93841
47.450	48206	45830	46694	46938	46462	46246	47508	48595	61114	65243	65539	65921	1.0359e+05	1.0333e+05	1.1098e+05	93859
47.486	48054	47087	46273	46439	46748	46288	47083	48401	61813	64102	64744	66251	1.0430e+05	1.0473e+05	1.1098e+05	95077
47.522	48205	46435	47094	46580	46828	46836	47469	48889	60867	65434	65279	65637	1.0263e+05	1.0347e+05	1.1177e+05	94971
47.558	48526	46961	46776	46387	46320	46238	47743	49103	61499	64916	65108	65919	1.0385e+05	1.0474e+05	1.1312e+05	93573
47.594	48410	46496	46933	46289	46344	46654	47210	49028	62035	65278	65432	65306	1.0363e+05	1.0381e+05	1.1144e+05	94171
47.631	48983	46343	46716	45973	46875	46641	48096	49056	62013	64464	65036	66404	1.0349e+05	1.0462e+05	1.1092e+05	94798
47.667	48281	46201	47303	46637	46317	46752	47930	48390	61610	64683	65342	65575	1.0312e+05	1.0353e+05	1.1136e+05	94457
47.703	48094	46385	46714	46075	46828	46742	47206	48780	60887	65565	65159	66555	1.0300e+05	1.0413e+05	1.1108e+05	93508
47.739	47717	46847	47365	46155	46285	46616	47653	49092	60871	65114	65256	66017	1.0312e+05	1.0409e+05	1.1175e+05	93733
47.775	48707	46692	47119	46549	46422	47013	47245	48611	62200	64827	65952	66330	1.0285e+05	1.0330e+05	1.1195e+05	93622
47.811	47879	46916	47147	46500	45825	46758	47167	49158	61514	65623	65476	65529	1.0310e+05	1.0386e+05	1.1234e+05	94276
47.847	47975	46423	46920	46454	46759	46701	47868	49109	61208	65103	65226	66631	1.0250e+05	1.0423e+05	1.1152e+05	94449
47.883	48132	47021	47429	46299	46747	46738	47837	49062	61975	64776	64767	66774	1.0389e+05	1.0433e+05	1.1154e+05	93791
47.919	48250	46658	47425	47210	46336	46859	47689	48426	61604	65236	65403	65533	1.0300e+05	1.0432e+05	1.1221e+05	93734
47.956	48481	46308	47076	46164	46886	46509	47353	48804	62295	65183	64895	65721	1.0269e+05	1.0436e+05	1.1248e+05	94095
47.992	47373	46423	47336	46381	46592	46291	48004	48456	61239	65081	64721	66118	1.0388e+05	1.0423e+05	1.1207e+05	94492
48.028	48197	47024	46802	46437	46178	46377	47389	47948	61650	65143	64756	65652	1.0425e+05	1.0413e+05	1.1067e+05	94374
48.064	48649	46943	47233	46480	46721	47047	47238	48573	62040	65716	64051	65247	1.0308e+05	1.0364e+05	1.1212e+05	94162
48.100	48287	46350	47500	46377	46428	46156	47879	49311	61182	65385	64682	65436	1.0264e+05	1.0474e+05	1.1196e+05	94229
48.136	48107	46263	46614	46377	46794	46595	47691	48941	61743	64762	64630	65284	1.0326e+05	1.0404e+05	1.1056e+05	94671
48.172	48350	46703	46322	46941	46216	45958	47250	49287	61847	64739	64463	65726	1.0414e+05	1.0448e+05	1.1050e+05	94403
48.208	47594	46467	46274	45855	46335	46353	47653	48505	62110	65213	65249	65533	1.0242e+05	1.0448e+05	1.1172e+05	93218
48.244	48058	47186	47168	46511	46588	46019	47264	48994	61904	65082	64818	66062	1.0298e+05	1.0363e+05	1.1170e+05	94023
48.281	47774	46394	47156	46186	46674	46339	47085	48483	61874	65717	65845	65793	1.0338e+05	1.0404e+05	1.0996e+05	94142
48.317	48270	46574	46702	46936	47154	46582	47713	48910	61716	65957	65011	66122	1.0311e+05	1.0362e+05	1.1111e+05	94791
48.353	47851	46398	46531	46964	46318	45944	48216	48784	61657	64992	64314	65594	1.0392e+05	1.0408e+05	1.1096e+05	94619
48.389	47684	46819	47323	45968	46450	46393	47731	48446	61354	65028	64510	65846	1.0304e+05	1.0544e+05	1.1164e+05	93958
48.425	48403	46565	46824	46261	46791	46756	47963	49070	62081	64656	63999	66573	1.0388e+05	1.0395e+05	1.1223e+05	94038
48.461	48275	46370	46632	46189	46749	46160	47349	48624	62031	65108	64528	66400	1.0210e+05	1.0553e+05	1.1135e+05	93796
48.497	48930	46517	47252	46208	47072	46733	47468	48732	61409	65165	64675	66067	1.0286e+05	1.0377e+05	1.1145e+05	93743
48.533	47955	46797	47276	46309	47197	46052	47651	49345	60985	65666	64943	65854	1.0308e+05	1.0342e+05	1.1179e+05	93747
48.569	48594	46802	47213	46838	47354	46607	47220	48585	61049	65575	64721	65833	1.0310e+05	1.0392e+05	1.1165e+05	94220
48.606	48339	46176	46874	46334	47436	46405	47357	48490	60507	64899	63753	65793	1.0320e+05	1.0394e+05	1.1126e+05	94503
48.642	47504	46871	46793	46437	46860	46100	47893	48735	61630	65757	64299	65110	1.0332e+05	1.0409e+05	1.1252e+05	93607
48.678	48042	47257	46853	46327	46970	46275	47331	49009	61752	65656	64662	65745	1.0343e+05	1.0413e+05	1.1138e+05	94194
48.714	47968	47232	47371	46276	47069	46496	47425	49322	61991	65471	64392	66051	1.0317e+05	1.0393e+05	1.1096e+05	94552
48.750	47712	47050	47029	46922	47090	46252	47825	48624	62073	65453	63764	66084	1.0366e+05	1.0479e+05	1.1095e+05	94552
48.786	47471	46833	46906	46009	47361	47320	47024	49460	61660	65203	64963	65523	1.0251e+05	1.0443e+05	1.1166e+05	94125
48.822	47512	47239	46478	46128	46918	46511	47351	48413	61716	64229	64370	66105	1.0340e+05	1.0430e+05	1.1034e+05	94384
48.858	47129	47878	47646	47225	46446	46837	47685	48207	61343	65316	64791	65627	1.0443e+05	1.0348e+05	1.1161e+05	95430
48.894	46919	46804	47697	47079	46777	46124	46455	48934	61652	64872	63896	65455	1.0373e+05	1.0450e+05	1.1160e+05	94657
48.931	47356	46781	47226	46025	47077	46335	47839	48207	61465	64648	63853	66255	1.0333e+05	1.0254e+05	1.1145e+05	93345
48.967	47316	46137	46957	46294	46565	46593	47085	48281	61729	65083	64930	65516	1.0303e+05	1.0367e+05	1.1102e+05	93174
49.003	47387	46983	46982	46973	46229	46692	47458	48488	62089	65069	64458	65989	1.0286e+05	1.0338e+05	1.1185e+05	93984
49.039	47524	46283	46641	46564	46857	46417	47653	48217	61457	65442	64451	65705	1.0212e+05	1.0252e+05	1.1064e+05	94866
49.075	47510	46849	46672	47275	45996	46750	47400	48658	61568	65038	63760	65350	1.0331e+05	1.0266e+05	1.1115e+05	94297
49.111	47432	46504	46722	47116	46801	45962	47584	49280	61568	65426	64350	65504	1.0460e+05	1.0407e+05	1.1137e+05	94888
49.147	47479	46318	47083	46502	46211	47223	46869	48664	61687	65213	64054	65273	1.0252e+05	1.0371e+05	1.1155e+05	93520
49.183	47667	46619	46682	45829	46831	46914	47124	48189	61779	65306	64444	66348	1.0484e+05	1.0383e+05	1.1045e+05	93672
49.219	47481	46453	47006	46915	46937	46663	47039	48493	61489	65144	64216	66333	1.0391e+05	1.0378e+05	1.1077e+05	93551
49.256	47514	46619	46983	46702	47263	46813	47224	48935	62239	65346	64404	65225	1.0271e+05	1.0388e+05	1.1028e+05	93450
49.292	47711	46916	46748	46266	46716	46371	47394	48980	62179	65749	64132	66444	1.0352e+05	1.0485e+05	1.1169e+05	93754
49.328	48209	47511	47059	46669	46632	46404	46857	48755	61321	65278	64358	66385	1.0361e+05	1.0343e+05	1.1230e+05	94080
49.364	47656	46938	46745	46154	46979	46910	47118	49273	62032	65064	64219	65440	1.0348e+05	1.0431e+05	1.1127e+05	94221
49.400	47984	46627	47740	45934	47446	46543	47001	49134	62061	65151	63610	65467	1.0405e+05	1.0399e+05	1.1138e+05	94491
49.436	47288	47000	46789	46695	46818	46755	47238	49069	61507	65619	64373	65264	1.0425e+05	1.0329e+05	1.1103e+05	93988
49.472	47395	47058	47482	46476	47559	46729	47300	48985	61986	64809	63737	66150	1.0285e+05	1.0338e+05	1.1195e+05	93680
49.508	47672	46550	47629	46855	46195	47393	47456	48952	61590	64821	64205	66066	1.0379e+05	1.0294e+05	1.1146e+05	94148
49.544	47285	47162	47146	46317	46982	47176	47181	49001	61330	65362	65103	66105	1.0327e+05	1.0442e+05	1.1179e+05	94151
49.581	47417	46753	46956	46502	46219	46719	47445	48413	62011	64834	63892	65391	1.0379e+05	1.0423e+05	1.1229e+05	94037
49.617	47545	46112	46961	46831	46290	46911	47239	48676	61451	65502	64478	66005	1.0338e+05	1.0397e+05	1.1077e+05	93516
49.653	47215	46741	47187	46534	46782	46615	46811	48788	61596	64912	63764	66402	1.0379e+05	1.0406e+05	1.1258e+05	94757
49.689	47384	46641	46486	46836	47065	46766	47187	48754	61815	65139	64584	66968	1.0313e+05	1.0320e+05	1.1140e+05	94306
49.725	46830	46955	47344	46757	46555	46589	46885	49204	61571	64963	63799	64412	1.0427e+05	1.0374e+05	1.1098e+05	94174
49.761	47534	46704	46659	46622	46901	46376	47694	48674	61268	65325	64127	64375	1.0393e+05	1.0382e+05	1.1160e+05	94791
49.797	47241	46877	46899	46397	46271	45985	47332	48410	61827	65903	64043	65014	1.0406e+05	1.0322e+05	1.1120e+05	93817
49.833	47447	45803	47032	46300	46664	46472	46951	48656	61992	65505	63552	65672	1.0256e+05	1.0387e+05	1.1088e+05	94044
49.869	46843	47065	47042	46302	47105	47007	46888	49613	61342	65800	64823	65237	1.0264e+05	1.0378e+05	1.1175e+05	94021
49.906	46932	46729	47152	45980	46912	46607	46997	48338	61600	65971	65183	64710	1.0299e+05	1.0273e+05	1.1159e+05	94723
49.942	46840	46387	46871	46699	46936	46708	47238	49300	61812	65471	64841	65920	1.0261e+05	1.0321e+05	1.1231e+05	94015
49.978	47649	46755	46845	46965	46482	46715	47328	48287	61677	64701	64324	64936	1.0354e+05	1.0335e+05	1.1115e+05	93619
50.014	47096	46385	46968	46161	46690	46756	46638	48542	61407	65734	63739	65664	1.0358e+05	1.0309e+05	1.1179e+05	93676
50.050	47091	46555	46962	46023	46647	46811	47363	48766	61215	65095	64779	65575	1.0285e+05	1.0314e+05	1.1137e+05	93314
50.086	46536	47188	47001	46655	47115	46690	46819	48222	61245	66487	64009	64474	1.0289e+05	1.0370e+05	1.1116e+05	93388
50.122	46501	46415	47215	46788	46813	46118	47049	48819	62863	65940	64921	65865	1.0392e+05	1.0418e+05	1.1116e+05	93898
50.158	47212	46572	47167	46594	47345	46077	47468	48927	61251	65145	63869	65322	1.0324e+05	1.0375e+05	1.1028e+05	94398
50.194	46842	46880	47038	47008	46840	46920	46978	49068	61339	64902	63465	65343	1.0266e+05	1.0334e+05	1.1145e+05	93453
50.231	46775	47389	46661	46260	46323	46862	47425	48358	61250	65305	64220	65523	1.0307e+05	1.0420e+05	1.1173e+05	94396
50.267	47191	46224	47423	46636	46242	46907	46288	48236	62209	66020	63925	65645	1.0336e+05	1.0350e+05	1.1134e+05	92826
50.303	46823	46591	46691	46581	45931	46636	47189	48224	61527	65744	64198	64621	1.0349e+05	1.0345e+05	1.1204e+05	93735
50.339	46184	46980	47446	46901	46561	47223	47230	48497	62102	65988	64361	65717	1.0372e+05	1.0482e+05	1.1176e+05	93886
50.375	46358	47451	47434	46922	46736	47231	46801	48437	62427	65290	64668	64950	1.0204e+05	1.0367e+05	1.1219e+05	94204
50.411	46651	46940	47002	46496	46288	46791	47701	49047	62385	65346	64076	64875	1.0302e+05	1.0403e+05	1.1182e+05	94466
50.447	46645	46486	47053	46510	46401	46622	46238	48808	61885	65400	64038	65565	1.0294e+05	1.0349e+05	1.1140e+05	93014
50.483	46856	47007	46948	46643	46587	46533	47147	48731	61379	65706	63929	64886	1.0338e+05	1.0397e+05	1.1165e+05	93917
50.519	46769	47018	47164	46423	46392	47061	47515	48135	61397	65233	64594	64792	1.0362e+05	1.0427e+05	1.1140e+05	93348
50.556	46625	47024	46886	46487	46529	46267	47032	48702	62429	65982	64766	65239	1.0327e+05	1.0243e+05	1.1185e+05	93078
50.592	47145	46944	47043	46118	46866	46219	47409	48300	62070	65530	64275	65236	1.0283e+05	1.0372e+05	1.1156e+05	93238
50.628	46224	46629	47045	46490	47048	47201	47814	49066	61864	65471	64624	65225	1.0342e+05	1.0377e+05	1.1114e+05	94371
50.664	46519	47063	46874	46593	46972	46409	47332	48877	61510	65306	63719	65429	1.0329e+05	1.0441e+05	1.1149e+05	94082
50.700	47086	46808	47677	46488	46710	46665	47223	48134	61569	65628	64279	65685	1.0428e+05	1.0390e+05	1.1137e+05	94005
50.736	46936	46448	47039	46235	47450	46554	46849	48208	62077	66050	64122	64627	1.0410e+05	1.0360e+05	1.1128e+05	94635
50.772	47206	46706	47006	46956	46639	46614	46509	48504	61575	66148	64653	64615	1.0215e+05	1.0354e+05	1.1087e+05	93009
50.808	46737	46702	46676	46473	46178	46194	47062	48330	60614	65020	64275	64465	1.0212e+05	1.0307e+05	1.1166e+05	93695
50.844	46366	46995	47112	46572	46624	46046	47247	48217	61798	64890	64200	64343	1.0331e+05	1.0472e+05	1.1068e+05	93696
50.881	47146	47079	47112	47075	46145	46369	46877	48548	61182	65210	64683	65346	1.0249e+05	1.0355e+05	1.1165e+05	93611
50.917	47077	47031	47167	46326	46571	47264	47083	48300	61833	65917	64742	65084	1.0324e+05	1.0408e+05	1.1121e+05	93210
50.953	46380	46729	47395	46684	46389	46721	46817	48862	61970	66267	64896	64940	1.0396e+05	1.0392e+05	1.1017e+05	94140
50.989	46944	46835	46555	46210	47469	47084	47096	48564	61763	64924	64197	64837	1.0292e+05	1.0452e+05	1.1058e+05	93859
51.025	46722	46909	46438	46378	47177	47022	47265	48311	61735	64754	64350	64767	1.0460e+05	1.0423e+05	1.1147e+05	93979
51.061	46002	47063	47372	46175	46270	47245	47034	48576	61909	65811	64197	65432	1.0349e+05	1.0353e+05	1.1120e+05	93254
51.097	46393	47157	47410	46009	46596	47089	46958	48615	62219	65525	64914	65281	1.0371e+05	1.0280e+05	1.1123e+05	94238
51.133	46148	46925	47233	46097	46527	46359	46528	49044	61350	65526	64816	64546	1.0314e+05	1.0377e+05	1.1165e+05	94143
51.169	46449	46520	47567	46630	46679	47077	46952	48777	62078	66006	64347	64409	1.0350e+05	1.0448e+05	1.1104e+05	93668
51.206	46121	46831	47603	46315	46938	46517	46874	48705	61710	65552	64166	64801	1.0297e+05	1.0362e+05	1.1107e+05	93353
51.242	46358	46483	46979	46600	46302	46521	47107	49335	61809	65767	63990	64865	1.0407e+05	1.0376e+05	1.1125e+05	93106
51.278	46532	46922	47226	46617	46470	47257	46823	48739	62230	65179	63590	65205	1.0337e+05	1.0339e+05	1.1057e+05	94503
51.314	46394	46407	47259	46065	45914	47004	47262	48652	62120	65314	63822	64551	1.0327e+05	1.0263e+05	1.1230e+05	93769
51.350	46621	47290	47279	46726	46847	46783	47017	48484	62554	65286	64383	64790	1.0325e+05	1.0276e+05	1.1140e+05	92782
51.386	46621	46705	46838	46883	46149	47126	46989	48548	61495	65211	63850	64560	1.0358e+05	1.0340e+05	1.1121e+05	94156
51.422	47173	47138	46943	46452	46702	46711	46760	48671	62037	65403	63516	64991	1.0378e+05	1.0394e+05	1.1122e+05	93185
51.458	46863	46778	47242	46529	46977	46837	47574	48022	62337	64834	64197	64100	1.0413e+05	1.0339e+05	1.1127e+05	93610
51.494	46946	46767	47226	46552	46640	46869	47052	48889	61460	65626	63510	65950	1.0339e+05	1.0273e+05	1.1129e+05	93560
51.531	47067	45950	47488	46008	46676	46830	47373	48885	60637	65478	64027	64693	1.0377e+05	1.0403e+05	1.0983e+05	93714
51.567	47250	47135	46625	46233	46607	46645	47628	48558	61071	66232	64304	64463	1.0287e+05	1.0406e+05	1.1161e+05	93234
51.603	45940	46636	47341	46803	46286	46607	46899	48487	62009	65889	64241	64919	1.0461e+05	1.0314e+05	1.1071e+05	93603
51.639	47285	46513	46272	46602	46217	46616	46926	48041	61866	65801	64776	64736	1.0330e+05	1.0404e+05	1.1115e+05	94490
51.675	47132	46812	47100	46820	47024	46597	46238	48136	61937	66159	64376	64639	1.0324e+05	1.0369e+05	1.1003e+05	93855
51.711	46174	46748	47771	46736	46667	46269	46694	48389	61361	64606	63824	64828	1.0347e+05	1.0293e+05	1.1080e+05	93658
51.747	46614	46581	46746	46442	46679	46486	46518	48894	63394	65467	64312	64465	1.0258e+05	1.0265e+05	1.1134e+05	94196
51.783	47159	47134	47055	46978	46762	46805	47265	49333	62297	65766	64594	64820	1.0419e+05	1.0382e+05	1.1133e+05	92721
